tissue	ontologyId	gencodeId	geneSymbol	mean_tpm	freq	freq_log
Ovary	UBERON:0000992	ENSG00000130203.10	APOE	825.231923316062	0.026309997948579	-0.138081316598053
Cervix Ectocervix	UBERON:0012249	ENSG00000130203.10	APOE	362.999066666667	0.0115731159077789	-0.0744507671349849
Testis	UBERON:0000473	ENSG00000130203.10	APOE	253.247427294686	0.00807402028975339	-0.056134602426951
Skin Sun Exposed Lower leg	UBERON:0004264	ENSG00000130203.10	APOE	355.684375729443	0.011339909341097	-0.0732835640465778
Adipose Subcutaneous	UBERON:0002190	ENSG00000130203.10	APOE	535.274679831933	0.0170655973556062	-0.100222247548516
Small Intestine Terminal Ileum	UBERON:0001211	ENSG00000130203.10	APOE	225.46595410628	0.0071882929179155	-0.0511816166118663
Artery Coronary	UBERON:0001621	ENSG00000130203.10	APOE	419.277285074627	0.0133673749142813	-0.0832137804483157
Brain Cerebellum	UBERON:0002037	ENSG00000130203.10	APOE	798.216563909774	0.0254486957734239	-0.134783023197461
Esophagus Gastroesophageal Junction	UBERON:0004550	ENSG00000130203.10	APOE	26.3897230521092	0.00084135567196016	-0.00859444530315093
Muscle Skeletal	UBERON:0011907	ENSG00000130203.10	APOE	13.5026264547677	0.000430489980195914	-0.0048136238975184
Brain Nucleus accumbens basal ganglia	UBERON:0001882	ENSG00000130203.10	APOE	1850.40212280702	0.0589944168173593	-0.240890590408231
Bladder	UBERON:0001255	ENSG00000130203.10	APOE	103.184663636364	0.00328972766551323	-0.027133068892412
Cervix Endocervix	UBERON:0000458	ENSG00000130203.10	APOE	190.477156521739	0.00607278203344388	-0.0447164853458288
Spleen	UBERON:0002106	ENSG00000130203.10	APOE	760.757925631769	0.024254441566327	-0.130139806941433
Brain Substantia nigra	UBERON:0002038	ENSG00000130203.10	APOE	2019.86950273224	0.0643973663303485	-0.254811008904626
Brain Hypothalamus	UBERON:0001898	ENSG00000130203.10	APOE	1190.61391050584	0.0379590859949813	-0.179144525535003
Brain Caudate basal ganglia	UBERON:0001873	ENSG00000130203.10	APOE	1801.91126333333	0.0574484339521414	-0.236778811862331
Breast Mammary Tissue	UBERON:0008367	ENSG00000130203.10	APOE	415.92836692607	0.0132606048934798	-0.0827025418819942
Minor Salivary Gland	UBERON:0006330	ENSG00000130203.10	APOE	100.302687845304	0.00319784467479476	-0.0265059253287455
Heart Atrial Appendage	UBERON:0006631	ENSG00000130203.10	APOE	122.69207472885	0.00391166185313292	-0.0312854817653865
Adrenal Gland	UBERON:0002369	ENSG00000130203.10	APOE	3821.58375932203	0.121839519324529	-0.370020033494236
Colon Transverse	UBERON:0001157	ENSG00000130203.10	APOE	161.439441753653	0.00514700323793895	-0.0391277841720215
Stomach	UBERON:0000945	ENSG00000130203.10	APOE	48.0748701228501	0.00153272031603891	-0.0143304595360829
Artery Tibial	UBERON:0007610	ENSG00000130203.10	APOE	67.2228970767004	0.00214319663868377	-0.0190016243933257
Brain Cerebellar Hemisphere	UBERON:0002037	ENSG00000130203.10	APOE	700.501190252708	0.0223333397046338	-0.122490712039225
Artery Aorta	UBERON:0001496	ENSG00000130203.10	APOE	226.699101355932	0.00722760804944637	-0.0514046710865566
Heart Left Ventricle	UBERON:0006566	ENSG00000130203.10	APOE	30.706836659292	0.00097899364613395	-0.0097864246966587
Brain Anterior cingulate cortex BA24	UBERON:0009835	ENSG00000130203.10	APOE	850.501571244635	0.0271156434481987	-0.141129624187753
Cells EBV-transformed lymphocytes	EFO:0000572	ENSG00000130203.10	APOE	6.12953577981651	0.00019542151634741	-0.00240781255139776
Colon Sigmoid	UBERON:0001159	ENSG00000130203.10	APOE	84.0509819570406	0.0026797086981072	-0.0228946489253589
Fallopian Tube	UBERON:0003889	ENSG00000130203.10	APOE	101.324366896552	0.00323041778907083	-0.0267286819968386
Cells Cultured fibroblasts	EFO:0002009	ENSG00000130203.10	APOE	129.741423558282	0.00413640879759903	-0.0327496258127413
Brain Hippocampus	UBERON:0001954	ENSG00000130203.10	APOE	795.751649411765	0.0253701095074861	-0.134480010331021
Pancreas	UBERON:0001150	ENSG00000130203.10	APOE	23.1110473480663	0.000736825116839614	-0.0076676896299007
Lung	UBERON:0008952	ENSG00000130203.10	APOE	405.875620860927	0.012940103806599	-0.0811604216424801
Brain Amygdala	UBERON:0001876	ENSG00000104856.14	RELB	2.84698906077348	0.00354240424665541	-0.028838909320112
Brain Cortex	UBERON:0001870	ENSG00000104856.14	RELB	3.87057818518519	0.00481601871574691	-0.037073438938286
Kidney Medulla	UBERON:0001293	ENSG00000104856.14	RELB	16.4556790909091	0.0204751989729802	-0.114865430486923
Uterus	UBERON:0000995	ENSG00000104856.14	RELB	26.8648789542484	0.0334269852331494	-0.163887258724942
Skin Not Sun Exposed Suprapubic	UBERON:0036149	ENSG00000104856.14	RELB	22.541539124424	0.0280476117807121	-0.144612876513371
Whole Blood	UBERON:0013756	ENSG00000104856.14	RELB	31.1159961768369	0.0387164947398126	-0.181615509020804
Kidney Cortex	UBERON:0001225	ENSG00000104856.14	RELB	16.8406141346154	0.0209541595535808	-0.116853375441636
Brain Frontal Cortex BA9	UBERON:0009834	ENSG00000104856.14	RELB	3.93041059479554	0.00489046599227904	-0.037538299233848
Vagina	UBERON:0000996	ENSG00000104856.14	RELB	14.2605064705882	0.0177438260571132	-0.103207657367793
Prostate	UBERON:0002367	ENSG00000104856.14	RELB	24.7125319858156	0.0307488987078782	-0.154461602426975
Esophagus Mucosa	UBERON:0006920	ENSG00000104856.14	RELB	11.309348990228	0.014071808860062	-0.0865563773471684
Liver	UBERON:0001114	ENSG00000104856.14	RELB	7.24699408396947	0.00901716939213159	-0.0612546205128306
Pituitary	UBERON:0000007	ENSG00000104856.14	RELB	7.09910952076677	0.00883316204488816	-0.0602673776988576
Thyroid	UBERON:0002046	ENSG00000104856.14	RELB	20.2473304824561	0.0251930119692845	-0.133795868626635
Esophagus Muscularis	UBERON:0004648	ENSG00000104856.14	RELB	11.6989992691622	0.0145566364352097	-0.0888272034303935
Brain Spinal cord cervical c-1	UBERON:0006469	ENSG00000104856.14	RELB	3.57574715686275	0.00444917126235647	-0.0347580277445194
Brain Putamen basal ganglia	UBERON:0001874	ENSG00000104856.14	RELB	3.33778633858268	0.00415308532903578	-0.0328575530915243
Adipose Visceral Omentum	UBERON:0010414	ENSG00000104856.14	RELB	23.309874088586	0.0290036228442607	-0.148139573186426
Nerve Tibial	UBERON:0001323	ENSG00000104856.14	RELB	18.9471092537313	0.0235751943015991	-0.127461327916573
Ovary	UBERON:0000992	ENSG00000104856.14	RELB	11.7815975647668	0.0146594104701183	-0.0893055552209439
Cervix Ectocervix	UBERON:0012249	ENSG00000104856.14	RELB	12.8453645833333	0.0159830168218049	-0.0953757191158039
Testis	UBERON:0000473	ENSG00000104856.14	RELB	8.63701630434783	0.0107467231456946	-0.0702831326751988
Skin Sun Exposed Lower leg	UBERON:0004264	ENSG00000104856.14	RELB	21.5564287798409	0.0268218750484721	-0.140022152827813
Adipose Subcutaneous	UBERON:0002190	ENSG00000104856.14	RELB	19.1137441456583	0.0237825319963364	-0.128281880515496
Small Intestine Terminal Ileum	UBERON:0001211	ENSG00000104856.14	RELB	25.4431772463768	0.0316580138532337	-0.157697603549925
Artery Coronary	UBERON:0001621	ENSG00000104856.14	RELB	16.1852062686567	0.0201386595435342	-0.113458963031447
Brain Cerebellum	UBERON:0002037	ENSG00000104856.14	RELB	2.01831714285714	0.00251131812077006	-0.0216911071798511
Esophagus Gastroesophageal Junction	UBERON:0004550	ENSG00000104856.14	RELB	12.5372640694789	0.0155996586334253	-0.0936344820011365
Muscle Skeletal	UBERON:0011907	ENSG00000104856.14	RELB	10.1408660635697	0.0126179083380789	-0.0795986036817237
Brain Nucleus accumbens basal ganglia	UBERON:0001882	ENSG00000104856.14	RELB	2.51317305263158	0.00312704921029916	-0.0260201213226385
Bladder	UBERON:0001255	ENSG00000104856.14	RELB	14.677765974026	0.0182630067794071	-0.105467620128135
Cervix Endocervix	UBERON:0000458	ENSG00000104856.14	RELB	17.8001760869565	0.0221481073568009	-0.121740898608812
Spleen	UBERON:0002106	ENSG00000104856.14	RELB	43.6668819494585	0.0543331023597038	-0.228309041627575
Brain Substantia nigra	UBERON:0002038	ENSG00000104856.14	RELB	3.6252143715847	0.00451072150640752	-0.035149463853704
Brain Hypothalamus	UBERON:0001898	ENSG00000104856.14	RELB	3.09667027237354	0.00385307343624542	-0.0309007804831932
Brain Caudate basal ganglia	UBERON:0001873	ENSG00000104856.14	RELB	3.24516453333333	0.00403783940808411	-0.0321097095747962
Breast Mammary Tissue	UBERON:0008367	ENSG00000104856.14	RELB	19.5705828015564	0.0243509596088577	-0.130518162055649
Minor Salivary Gland	UBERON:0006330	ENSG00000104856.14	RELB	18.3558848618785	0.0228395554383234	-0.124528601912377
Heart Atrial Appendage	UBERON:0006631	ENSG00000104856.14	RELB	7.0133514967462	0.00872645647560413	-0.0596923511468648
Adrenal Gland	UBERON:0002369	ENSG00000104856.14	RELB	14.4560113220339	0.0179870855854146	-0.104269241844803
Colon Transverse	UBERON:0001157	ENSG00000104856.14	RELB	17.181499394572	0.0213783106011316	-0.118600632010473
Stomach	UBERON:0000945	ENSG00000104856.14	RELB	13.1969316216216	0.0164204588150236	-0.0973464199693859
Artery Tibial	UBERON:0007610	ENSG00000104856.14	RELB	15.5829741678726	0.0193893241910794	-0.110297986861761
Brain Cerebellar Hemisphere	UBERON:0002037	ENSG00000104856.14	RELB	1.53633223826715	0.00191160195172389	-0.0172636813149141
Artery Aorta	UBERON:0001496	ENSG00000104856.14	RELB	18.642585338983	0.0231962863445312	-0.125954961210438
Heart Left Ventricle	UBERON:0006566	ENSG00000104856.14	RELB	5.38788396017699	0.00670394673586564	-0.0484076815931815
Brain Anterior cingulate cortex BA24	UBERON:0009835	ENSG00000104856.14	RELB	2.80958038626609	0.00349585800267346	-0.0285266826782451
Cells EBV-transformed lymphocytes	EFO:0000572	ENSG00000104856.14	RELB	56.5961712538226	0.0704205436390084	-0.269559969856084
Colon Sigmoid	UBERON:0001159	ENSG00000104856.14	RELB	16.7867545107399	0.0208871439956468	-0.116576183414603
Fallopian Tube	UBERON:0003889	ENSG00000104856.14	RELB	21.405675862069	0.0266342987126622	-0.139312587651849
Cells Cultured fibroblasts	EFO:0002009	ENSG00000104856.14	RELB	22.0674801687117	0.0274577575796481	-0.142413569163782
Brain Hippocampus	UBERON:0001954	ENSG00000104856.14	RELB	2.97281341176471	0.00369896287957228	-0.0298826762628391
Pancreas	UBERON:0001150	ENSG00000104856.14	RELB	9.33780610497238	0.0116186902353998	-0.0746780712313447
Lung	UBERON:0008952	ENSG00000104856.14	RELB	41.6919900993377	0.0518758167406813	-0.221447177542743
Brain Amygdala	UBERON:0001876	ENSG00000171049.9	FPR2	0.139074751381215	0.000760084955104286	-0.00787565955960233
Brain Cortex	UBERON:0001870	ENSG00000171049.9	FPR2	0.138444111111111	0.000756638318122169	-0.00784490820743716
Kidney Medulla	UBERON:0001293	ENSG00000171049.9	FPR2	0.126214545454545	0.000689800097879474	-0.00724395921284223
Uterus	UBERON:0000995	ENSG00000171049.9	FPR2	0.277172549019608	0.00151483056691025	-0.0141888541710618
Skin Not Sun Exposed Suprapubic	UBERON:0036149	ENSG00000171049.9	FPR2	0.0832536251920123	0.000455005867980194	-0.0050513965342293
Whole Blood	UBERON:0013756	ENSG00000171049.9	FPR2	131.375896973848	0.718008421812214	-0.343155847081183
Kidney Cortex	UBERON:0001225	ENSG00000171049.9	FPR2	0.24138375	0.0013192341166136	-0.0126199039409846
Brain Frontal Cortex BA9	UBERON:0009834	ENSG00000171049.9	FPR2	0.163785055762082	0.000895134131244541	-0.00906377776845702
Vagina	UBERON:0000996	ENSG00000171049.9	FPR2	0.327262529411765	0.00178858723459745	-0.0163243709436404
Prostate	UBERON:0002367	ENSG00000171049.9	FPR2	0.384960390070922	0.0021039232347929	-0.0187095628170636
Esophagus Mucosa	UBERON:0006920	ENSG00000171049.9	FPR2	0.496284381107492	0.00271234201597858	-0.0231260930304236
Liver	UBERON:0001114	ENSG00000171049.9	FPR2	0.458352671755725	0.00250503392221369	-0.0216458832527251
Pituitary	UBERON:0000007	ENSG00000171049.9	FPR2	0.226804984025559	0.00123955681666442	-0.0119691108955988
Thyroid	UBERON:0002046	ENSG00000171049.9	FPR2	0.338146038011696	0.00184806885195358	-0.0167800323166644
Esophagus Muscularis	UBERON:0004648	ENSG00000171049.9	FPR2	0.369572370766488	0.00201982312426964	-0.0180805584392299
Brain Spinal cord cervical c-1	UBERON:0006469	ENSG00000171049.9	FPR2	0.294242303921569	0.00160812186356506	-0.0149240262783071
Brain Putamen basal ganglia	UBERON:0001874	ENSG00000171049.9	FPR2	0.148425196850394	0.000811187925658331	-0.00832901495900318
Adipose Visceral Omentum	UBERON:0010414	ENSG00000171049.9	FPR2	3.06597608177172	0.0167564728271665	-0.0988487404148434
Nerve Tibial	UBERON:0001323	ENSG00000171049.9	FPR2	0.32305023880597	0.00176556581133986	-0.0161472534707221
Ovary	UBERON:0000992	ENSG00000171049.9	FPR2	0.763509119170985	0.00417280483195726	-0.0329850492629052
Cervix Ectocervix	UBERON:0012249	ENSG00000171049.9	FPR2	0.289169166666667	0.00158039565687165	-0.0147063694111668
Testis	UBERON:0000473	ENSG00000171049.9	FPR2	1.24547241545894	0.00680687785227705	-0.049001291453312
Skin Sun Exposed Lower leg	UBERON:0004264	ENSG00000171049.9	FPR2	0.079849801061008	0.000436402954898541	-0.00487115226139697
Adipose Subcutaneous	UBERON:0002190	ENSG00000171049.9	FPR2	0.87872637254902	0.0048025014518781	-0.0369888577041246
Small Intestine Terminal Ileum	UBERON:0001211	ENSG00000171049.9	FPR2	0.759086956521739	0.00414863639544859	-0.0328287699204817
Artery Coronary	UBERON:0001621	ENSG00000171049.9	FPR2	1.04025608208955	0.00568530944401741	-0.0424041386546266
Brain Cerebellum	UBERON:0002037	ENSG00000171049.9	FPR2	0.100932969924812	0.000551628754694327	-0.0059708377594209
Esophagus Gastroesophageal Junction	UBERON:0004550	ENSG00000171049.9	FPR2	0.306818709677419	0.00167685566829505	-0.0154606524696466
Muscle Skeletal	UBERON:0011907	ENSG00000171049.9	FPR2	0.0878172982885086	0.000479947701247635	-0.00529134429752038
Brain Nucleus accumbens basal ganglia	UBERON:0001882	ENSG00000171049.9	FPR2	0.172419438596491	0.000942323606141073	-0.00947175611019054
Bladder	UBERON:0001255	ENSG00000171049.9	FPR2	0.800037922077922	0.00437244562399022	-0.0342683597850046
Cervix Endocervix	UBERON:0000458	ENSG00000171049.9	FPR2	0.268268695652174	0.00146616835525912	-0.0138021181798177
Spleen	UBERON:0002106	ENSG00000171049.9	FPR2	17.9534477617329	0.0981209414391735	-0.32863598970538
Brain Substantia nigra	UBERON:0002038	ENSG00000171049.9	FPR2	0.236656775956284	0.00129339979501235	-0.0124096743647932
Brain Hypothalamus	UBERON:0001898	ENSG00000171049.9	FPR2	0.164240622568093	0.000897623939580385	-0.00908539156778667
Brain Caudate basal ganglia	UBERON:0001873	ENSG00000171049.9	FPR2	0.173938766666667	0.00095062718674459	-0.00954318730496083
Breast Mammary Tissue	UBERON:0008367	ENSG00000171049.9	FPR2	0.48998560311284	0.00267791731744971	-0.0228819274438743
Minor Salivary Gland	UBERON:0006330	ENSG00000171049.9	FPR2	0.572480939226519	0.00312877890967649	-0.0260320180018993
Heart Atrial Appendage	UBERON:0006631	ENSG00000171049.9	FPR2	0.55085399132321	0.00301058119540504	-0.0252158521371338
Adrenal Gland	UBERON:0002369	ENSG00000171049.9	FPR2	0.556746406779661	0.0030427850015826	-0.0254388750373979
Colon Transverse	UBERON:0001157	ENSG00000171049.9	FPR2	0.557375594989562	0.00304622370262304	-0.0254626601265395
Stomach	UBERON:0000945	ENSG00000171049.9	FPR2	0.604973538083538	0.00330636064394659	-0.0272461977635446
Artery Tibial	UBERON:0007610	ENSG00000171049.9	FPR2	0.32893528219971	0.00179772932699811	-0.0163945875885241
Brain Cerebellar Hemisphere	UBERON:0002037	ENSG00000171049.9	FPR2	0.0807102166064982	0.000441105382224637	-0.00491682040827813
Artery Aorta	UBERON:0001496	ENSG00000171049.9	FPR2	1.04523819915254	0.00571253819824158	-0.0425678488466952
Heart Left Ventricle	UBERON:0006566	ENSG00000171049.9	FPR2	0.264839800884956	0.0014474284236805	-0.0136525679420965
Brain Anterior cingulate cortex BA24	UBERON:0009835	ENSG00000171049.9	FPR2	0.133316394849785	0.000728613820896257	-0.00759401982106765
Cells EBV-transformed lymphocytes	EFO:0000572	ENSG00000171049.9	FPR2	0.0491956574923547	0.00026886892656673	-0.00318900307769533
Colon Sigmoid	UBERON:0001159	ENSG00000171049.9	FPR2	0.521651360381862	0.00285098011607512	-0.0241031161969468
Fallopian Tube	UBERON:0003889	ENSG00000171049.9	FPR2	1.44660862068966	0.00790614714454116	-0.0552071192206355
Cells Cultured fibroblasts	EFO:0002009	ENSG00000171049.9	FPR2	0.330423358895706	0.00180586210953005	-0.0164569957559954
Brain Hippocampus	UBERON:0001954	ENSG00000171049.9	FPR2	0.120694352941176	0.000659630600993659	-0.00696969258379385
Pancreas	UBERON:0001150	ENSG00000171049.9	FPR2	0.135925690607735	0.000742874399680959	-0.0077218778293511
Lung	UBERON:0008952	ENSG00000171049.9	FPR2	10.8837342549669	0.0594828506281323	-0.242177431249712
Brain Amygdala	UBERON:0001876	ENSG00000101096.20	NFATC2	1.22892248618785	0.00509373743977583	-0.0387993021130012
Brain Cortex	UBERON:0001870	ENSG00000101096.20	NFATC2	0.813582888888889	0.0033722042423926	-0.0276928527183741
Kidney Medulla	UBERON:0001293	ENSG00000101096.20	NFATC2	2.61146181818182	0.0108241984220513	-0.0706776427043892
Uterus	UBERON:0000995	ENSG00000101096.20	NFATC2	6.14087117647059	0.0254531801443881	-0.134800303462335
Skin Not Sun Exposed Suprapubic	UBERON:0036149	ENSG00000101096.20	NFATC2	6.4908979109063	0.0269039992986932	-0.140332216601709
Whole Blood	UBERON:0013756	ENSG00000101096.20	NFATC2	6.38800296388543	0.0264775119897745	-0.138718031933409
Kidney Cortex	UBERON:0001225	ENSG00000101096.20	NFATC2	1.52854663461538	0.00633564387395676	-0.0462647281694024
Brain Frontal Cortex BA9	UBERON:0009834	ENSG00000101096.20	NFATC2	0.844116468401487	0.00349876229538759	-0.0285461903580066
Vagina	UBERON:0000996	ENSG00000101096.20	NFATC2	4.63888564705882	0.0192276288902166	-0.109610469595275
Prostate	UBERON:0002367	ENSG00000101096.20	NFATC2	5.51163734042553	0.0228450807849411	-0.124550755524893
Esophagus Mucosa	UBERON:0006920	ENSG00000101096.20	NFATC2	2.12579161237785	0.00881115322311334	-0.0601489271426928
Liver	UBERON:0001114	ENSG00000101096.20	NFATC2	1.87780450381679	0.00778327617337554	-0.0545250153299698
Pituitary	UBERON:0000007	ENSG00000101096.20	NFATC2	3.29956099041534	0.0136762875938893	-0.0846860279982954
Thyroid	UBERON:0002046	ENSG00000101096.20	NFATC2	8.00494134502924	0.0331795291327694	-0.163029699316439
Esophagus Muscularis	UBERON:0004648	ENSG00000101096.20	NFATC2	6.22203891265597	0.0257896107503508	-0.136093482981954
Brain Spinal cord cervical c-1	UBERON:0006469	ENSG00000101096.20	NFATC2	2.56636980392157	0.0106372973897617	-0.0697245542062924
Brain Putamen basal ganglia	UBERON:0001874	ENSG00000101096.20	NFATC2	2.00587838582677	0.00831412717104533	-0.0574524434483222
Adipose Visceral Omentum	UBERON:0010414	ENSG00000101096.20	NFATC2	8.34945885860307	0.0346075132223055	-0.167942333490955
Nerve Tibial	UBERON:0001323	ENSG00000101096.20	NFATC2	7.58986841791045	0.031459101251544	-0.156992829891684
Ovary	UBERON:0000992	ENSG00000101096.20	NFATC2	4.83379300518135	0.0200354966919005	-0.113026205699844
Cervix Ectocervix	UBERON:0012249	ENSG00000101096.20	NFATC2	4.16642583333333	0.0172693391941526	-0.101123090522518
Testis	UBERON:0000473	ENSG00000101096.20	NFATC2	2.63850246376812	0.0109362786796482	-0.0712469495914624
Skin Sun Exposed Lower leg	UBERON:0004264	ENSG00000101096.20	NFATC2	6.27740692307692	0.0260191045636847	-0.136971978657157
Adipose Subcutaneous	UBERON:0002190	ENSG00000101096.20	NFATC2	6.92231816526611	0.0286921849056854	-0.1469957545523
Small Intestine Terminal Ileum	UBERON:0001211	ENSG00000101096.20	NFATC2	12.0748592753623	0.0500488545552873	-0.216237033972222
Artery Coronary	UBERON:0001621	ENSG00000101096.20	NFATC2	6.16826067164179	0.0255667063419946	-0.135237390976619
Brain Cerebellum	UBERON:0002037	ENSG00000101096.20	NFATC2	0.475862368421053	0.00197239288030752	-0.0177236015818887
Esophagus Gastroesophageal Junction	UBERON:0004550	ENSG00000101096.20	NFATC2	6.06671674937965	0.0251458188699029	-0.133613255416974
Muscle Skeletal	UBERON:0011907	ENSG00000101096.20	NFATC2	2.24760244498778	0.00931604462644356	-0.0628466587486473
Brain Nucleus accumbens basal ganglia	UBERON:0001882	ENSG00000101096.20	NFATC2	1.54605322807018	0.00640820662020467	-0.0466893194788476
Bladder	UBERON:0001255	ENSG00000101096.20	NFATC2	5.7667148051948	0.0239023465172729	-0.128754864011659
Cervix Endocervix	UBERON:0000458	ENSG00000101096.20	NFATC2	6.72915304347826	0.0278915384662491	-0.144032704450756
Spleen	UBERON:0002106	ENSG00000101096.20	NFATC2	15.0086473646209	0.0622090570079103	-0.24925499155604
Brain Substantia nigra	UBERON:0002038	ENSG00000101096.20	NFATC2	1.76823338797814	0.00732911693929993	-0.0519791593321984
Brain Hypothalamus	UBERON:0001898	ENSG00000101096.20	NFATC2	1.52709295719844	0.00632961855407918	-0.0462294180823259
Brain Caudate basal ganglia	UBERON:0001873	ENSG00000101096.20	NFATC2	2.52788143333333	0.0104777676745318	-0.0689072990800909
Breast Mammary Tissue	UBERON:0008367	ENSG00000101096.20	NFATC2	10.0372419649805	0.0416031733195055	-0.190840521289478
Minor Salivary Gland	UBERON:0006330	ENSG00000101096.20	NFATC2	5.64771419889503	0.0234091031675271	-0.126802114617644
Heart Atrial Appendage	UBERON:0006631	ENSG00000101096.20	NFATC2	3.1854851626898	0.0132034568651902	-0.0824283954888425
Adrenal Gland	UBERON:0002369	ENSG00000101096.20	NFATC2	1.42958186440678	0.00592544668015806	-0.0438415526242695
Colon Transverse	UBERON:0001157	ENSG00000101096.20	NFATC2	6.62026260960334	0.0274402005778988	-0.142347828574002
Stomach	UBERON:0000945	ENSG00000101096.20	NFATC2	6.23855909090909	0.0258580849229902	-0.136355907344513
Artery Tibial	UBERON:0007610	ENSG00000101096.20	NFATC2	5.3152384804631	0.0220310308856483	-0.121265825989869
Brain Cerebellar Hemisphere	UBERON:0002037	ENSG00000101096.20	NFATC2	0.389626245487365	0.00161495441450887	-0.014977556937172
Artery Aorta	UBERON:0001496	ENSG00000101096.20	NFATC2	5.55133144067797	0.0230096081061241	-0.125209538545655
Heart Left Ventricle	UBERON:0006566	ENSG00000101096.20	NFATC2	0.904319181415929	0.00374829537554873	-0.030209572640929
Brain Anterior cingulate cortex BA24	UBERON:0009835	ENSG00000101096.20	NFATC2	0.736203776824034	0.00305147703249019	-0.0254989859783798
Cells EBV-transformed lymphocytes	EFO:0000572	ENSG00000101096.20	NFATC2	6.36580639143731	0.0263855098387972	-0.138368524687845
Colon Sigmoid	UBERON:0001159	ENSG00000101096.20	NFATC2	8.24599167064439	0.0341786540428073	-0.16647604164529
Fallopian Tube	UBERON:0003889	ENSG00000101096.20	NFATC2	5.88465448275862	0.0243911924436791	-0.130675713489306
Cells Cultured fibroblasts	EFO:0002009	ENSG00000101096.20	NFATC2	0.192364877300613	0.000797329521281332	-0.00820654303558028
Brain Hippocampus	UBERON:0001954	ENSG00000101096.20	NFATC2	1.36464949019608	0.0056563097172593	-0.0422295737524361
Pancreas	UBERON:0001150	ENSG00000101096.20	NFATC2	1.79075944751381	0.00742248477503984	-0.0525057818588259
Lung	UBERON:0008952	ENSG00000101096.20	NFATC2	6.37749842715232	0.0264339719352582	-0.138552685074352
Brain Amygdala	UBERON:0001876	ENSG00000243646.10	IL10RB	0.32977182320442	0.00712246222216065	-0.0508074305636808
Brain Cortex	UBERON:0001870	ENSG00000243646.10	IL10RB	0.347783148148148	0.00751147357017761	-0.0530061278623123
Kidney Medulla	UBERON:0001293	ENSG00000243646.10	IL10RB	0.568423636363636	0.0122769005454827	-0.0779326573992701
Uterus	UBERON:0000995	ENSG00000243646.10	IL10RB	1.0028422875817	0.0216595409476757	-0.119752429274775
Skin Not Sun Exposed Suprapubic	UBERON:0036149	ENSG00000243646.10	IL10RB	0.814287634408602	0.0175871087398897	-0.102521198852954
Whole Blood	UBERON:0013756	ENSG00000243646.10	IL10RB	4.15469732254047	0.0897337875527441	-0.312112498029656
Kidney Cortex	UBERON:0001225	ENSG00000243646.10	IL10RB	0.476251826923077	0.0102861597226028	-0.0679210733545381
Brain Frontal Cortex BA9	UBERON:0009834	ENSG00000243646.10	IL10RB	0.389888550185874	0.00842087247651379	-0.0580350916065562
Vagina	UBERON:0000996	ENSG00000243646.10	IL10RB	1.058193	0.0228550140913125	-0.124590577792536
Prostate	UBERON:0002367	ENSG00000243646.10	IL10RB	0.790830319148936	0.0170804740609569	-0.100288143045945
Esophagus Mucosa	UBERON:0006920	ENSG00000243646.10	IL10RB	0.868216009771987	0.018751862030501	-0.107576100819982
Liver	UBERON:0001114	ENSG00000243646.10	IL10RB	0.378920763358779	0.00818398854089546	-0.0567394301805737
Pituitary	UBERON:0000007	ENSG00000243646.10	IL10RB	0.55691840255591	0.0120284087478623	-0.0767100989290406
Thyroid	UBERON:0002046	ENSG00000243646.10	IL10RB	0.828435657894737	0.0178926799127664	-0.103857822645383
Esophagus Muscularis	UBERON:0004648	ENSG00000243646.10	IL10RB	0.616616096256684	0.0133177686573968	-0.0829764082980999
Brain Spinal cord cervical c-1	UBERON:0006469	ENSG00000243646.10	IL10RB	0.791323970588235	0.017091136020166	-0.100335358071046
Brain Putamen basal ganglia	UBERON:0001874	ENSG00000243646.10	IL10RB	0.385671062992126	0.00832978254372928	-0.0575380183297666
Adipose Visceral Omentum	UBERON:0010414	ENSG00000243646.10	IL10RB	1.0343069846678	0.0223391202827136	-0.122514075837801
Nerve Tibial	UBERON:0001323	ENSG00000243646.10	IL10RB	1.74689331343284	0.0377296686847551	-0.178391787980161
Ovary	UBERON:0000992	ENSG00000243646.10	IL10RB	0.986933886010363	0.0213159488599534	-0.118344504883525
Cervix Ectocervix	UBERON:0012249	ENSG00000243646.10	IL10RB	0.9622225	0.0207822285693422	-0.116141605327563
Testis	UBERON:0000473	ENSG00000243646.10	IL10RB	0.857095676328502	0.0185116833697548	-0.106542514483766
Skin Sun Exposed Lower leg	UBERON:0004264	ENSG00000243646.10	IL10RB	0.97826974801061	0.0211288194836738	-0.117574359136969
Adipose Subcutaneous	UBERON:0002190	ENSG00000243646.10	IL10RB	1.22153991596639	0.026383005739513	-0.138359005395108
Small Intestine Terminal Ileum	UBERON:0001211	ENSG00000243646.10	IL10RB	1.30588893719807	0.0282047887874433	-0.145195885068062
Artery Coronary	UBERON:0001621	ENSG00000243646.10	IL10RB	1.05383298507463	0.0227608458228041	-0.124212809856089
Brain Cerebellum	UBERON:0002037	ENSG00000243646.10	IL10RB	0.353927030075188	0.00764417007073834	-0.0537494040165737
Esophagus Gastroesophageal Junction	UBERON:0004550	ENSG00000243646.10	IL10RB	0.66679158808933	0.0144014665961222	-0.0881029946092925
Muscle Skeletal	UBERON:0011907	ENSG00000243646.10	IL10RB	0.253242958435208	0.00546958010831894	-0.0411003622645742
