Adipose Subcutaneous	Adipose Visceral Omentum	Adrenal Gland	Artery Aorta	Artery Coronary	Artery Tibial	Bladder	Brain Amygdala	Brain Anterior cingulate cortex BA24	Brain Caudate basal ganglia	Brain Cerebellar Hemisphere	Brain Cerebellum	Brain Cortex	Brain Frontal Cortex BA9	Brain Hippocampus	Brain Hypothalamus	Brain Nucleus accumbens basal ganglia	Brain Putamen basal ganglia	Brain Spinal cord cervical c-1	Brain Substantia nigra	Breast Mammary Tissue	Cervix Ectocervix	Cervix Endocervix	Colon Sigmoid	Colon Transverse	Esophagus Gastroesophageal Junction	Esophagus Mucosa	Esophagus Muscularis	Fallopian Tube	Heart Atrial Appendage	Heart Left Ventricle	Kidney Cortex	Kidney Medulla	Liver	Lung	Minor Salivary Gland	Muscle Skeletal	Nerve Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin Not Sun Exposed Suprapubic	Skin Sun Exposed Lower leg	Small Intestine Terminal Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole Blood
Cytosolic DNA-sensing pathway	30.7112246162123	33.4178496592845	20.0297671087226	29.0568412655023	30.1578319635056	28.2053833756309	27.0026332055749	9.23096201724835	9.84342156966398	9.57588369105691	16.5785545817557	16.259966826976	10.8785702303523	11.9039824965999	9.24020812003826	10.6907227431907	9.73036479289688	8.63844149222201	13.358723711143	10.5528869398907	28.3533486737212	29.3928000863821	29.6107333987275	23.6522017524303	22.5244863638678	25.1657339829329	24.7230568940176	24.8785751145602	32.5752728301093	13.708163712502	8.91860989855385	15.2205902298311	19.402464135255	12.0513240849004	43.926101744064	21.4618088438216	14.1296926715964	35.140191543684	29.0201563749526	8.94619821082065	22.3006430382607	26.613514650147	27.384717176951	27.5516601942486	28.4168781129963	44.4787193255261	19.1271327593336	17.0357724295982	30.0787160602981	30.403623234497	29.892265053802	38.4908211570938
D-Amino acid metabolism	11.0390875840336	10.5933304287337	17.9149674124294	22.3577001977401	17.0949647512438	18.9173995682586	11.9093807575758	8.64788565377532	13.3572675965665	10.0405922722222	30.9939274548736	29.3826562907268	13.5575024197531	19.075306685254	8.36093741830065	10.5086726718547	11.8725988596491	8.4162479855643	11.6581870424837	9.94815881602914	8.88830800259403	9.69445041666667	12.3205294927536	11.3278336038186	9.53515502783577	12.5391389040529	5.56029805103149	12.429537513369	13.2195037356322	10.1281244107014	8.79664838495575	18.102597724359	17.7512162121212	12.1049804580153	15.05561651766	7.96486017495396	8.02454638753056	11.826388659204	10.3251847409326	6.11033687384899	10.9283849627263	9.26374513002364	8.55799276497696	9.12142923961096	12.256527568438	14.2524809386282	7.97551037674038	7.56848704508857	14.5049897222222	13.9481990740741	9.74188380392157	5.28990836654213
DNA replication	21.681297106676	18.3569519330873	17.550722787194	24.0373621009887	23.2372273590381	25.7906694806239	23.7915549494949	10.1425649478207	10.3007546065808	10.1313413083333	23.5521471209386	22.2010943650794	11.0755023467078	12.592897877943	9.74265402069717	10.7265261348898	10.7879853937622	9.49462743657043	14.6700922971133	11.0525156435944	21.8837781539127	26.294726099537	29.0568190700483	20.619055318218	20.3868810252842	20.4668328342983	25.1763155505791	20.2654516364627	27.4439066283525	10.6814904808388	7.82528593043265	12.4506670459402	17.2589499242424	11.4867441550042	22.1687028072112	17.980973660221	13.954494012157	26.1702173453566	28.2698465126655	8.95082078575813	18.1133571237132	22.6851824714342	22.0399374091142	22.4447894330239	24.7367255837359	30.1803334516647	17.1437741045591	34.9645805582394	23.5223035311079	29.182669869281	24.8476202058824	12.2850102888474
Diabetic cardiomyopathy	1545.44188000159	1681.75671895297	2266.3403376199	858.122529682098	1136.89383897813	963.538916851958	1548.7044512897	2703.58620424184	2629.818373105	2774.74540069917	1885.6077186984	1994.95951497153	2606.37711274221	2330.19664964206	2782.14453425277	2604.84159784509	2607.52351549765	2878.76760916446	2139.50426590177	2578.56717863496	1627.28495993258	884.333054108911	1059.61889057684	1656.58830095395	1930.14717157465	1788.72830527652	1050.60653028502	1805.41080695328	1078.09152151588	2658.76648952611	3198.23280853851	2720.07403845773	2166.77271536004	2162.64111449399	1066.87560322192	1210.64102703681	2118.06731754043	1097.92210058438	833.371112471913	632.873294224331	1141.24102299687	1636.741602477	1447.74424724575	1338.89530610848	1760.89002666786	1054.23765479001	1940.63579389167	1357.0937718947	1364.00310202203	1021.92102808613	939.956925331974	303.75777856935
Dilated cardiomyopathy	75.0848776847662	65.9262328502162	34.295143267601	204.165377112329	183.793469110577	266.569806314288	200.242026555944	25.6264138036549	29.3524309702047	26.2826206772436	34.8763295407526	35.039371623771	32.3172469316239	35.8329050725622	25.6192555139517	29.0912974595929	28.4150607095142	23.5351987049515	35.3641929901961	25.9568521679277	62.679335144792	80.5394325801282	107.209857575251	301.908490861483	145.285003264212	259.132313019183	71.5225466797169	315.957931155903	149.93174875	297.493398444227	452.783164987874	29.0128991272189	38.4976063111888	18.8407071814445	88.6792046203197	57.119048379728	458.782154689557	80.3986930680253	76.1079818473495	17.6946430856885	44.6963759603097	121.764171559943	47.6681726652783	52.868574931009	88.9322592409885	60.4170500013885	99.8449099950387	27.6689753641769	61.8824474940958	180.904074700855	89.1539480141403	62.7051454737044
Dopaminergic synapse	38.1678446466769	40.9686170670074	29.8962698220339	53.8605292064715	48.9683304050769	55.2754638455466	40.1555775521448	45.1153580344885	58.7938550390168	53.9975933787879	71.3179224275244	64.7664697063682	61.8229492244669	74.8835996761293	44.381184949495	44.8471855603702	59.3824300207337	47.0486916329635	38.6684272114528	36.3483923580063	36.4975559764474	39.8497309816919	40.3438185144928	45.2099569790989	35.3882856389574	41.9209204534176	31.0398393618596	42.3876609054448	53.4595248066876	20.7731053671202	15.082524572439	19.5304592854021	26.0317227823691	16.6821382179621	43.8688309575055	33.2479174640047	22.9403427491294	46.4886926415649	43.5002290308526	12.0145922792148	47.526208579969	37.7864768751343	66.8044066621282	68.3492020949883	35.3579492910994	35.7587791633848	29.1346800111682	30.6541495255087	40.9854579385965	45.10799310408	41.3895672682709	36.8910172917846
Drug metabolism - cytochrome P450	46.4108235818327	39.2844491577026	42.8521685854721	43.7354095983656	37.8681022761194	33.0687174194749	33.2711534953618	10.0486538303078	9.91150323359902	10.5122924066667	9.9432848076328	9.71162849946294	9.76336185238095	10.894790220393	8.18761791708683	12.6152256014452	10.7807733363409	8.7492309696288	11.29754075	10.439094440281	39.0631230150083	36.620667047619	26.1996494968944	23.5764831643369	28.4619694795705	26.4868026100674	64.6295736400651	25.4909647346575	36.9692256551724	13.825421740626	9.85548603097345	26.0843418695055	29.6702545194805	168.075964890403	38.8423630870388	24.0010397813733	10.5199168113867	33.0400811046908	35.0879446854182	11.9220673977901	18.8655441323597	23.1269719670719	31.1980174502962	31.3979096089428	39.5259869951691	16.4960620675606	25.4814464078624	17.7499966939268	33.4760600269424	31.2818341876751	43.2481997621849	8.43568960878847
Drug metabolism - other enzymes	34.8573462214636	33.4414302608603	44.4272995686441	41.5389477362288	37.8511711996269	34.5444950638567	38.7168499464286	15.4420345476519	16.4003676625536	15.51050449125	23.8015666547834	22.955392418703	16.4614339263889	19.0679309507435	13.9059770122549	17.9803031220817	16.2292397618421	13.7838300580709	17.9759888884804	16.1549254344262	34.8251044340953	51.273966515625	41.9441018695652	31.5117182887828	32.8433298345511	30.420019117866	66.7248483251221	29.4514388259804	43.1569592887931	16.8728854503796	12.0662232624447	31.1978658425481	37.7117132045455	97.9388337762404	43.8550943431291	31.9154135	16.3062251173594	36.2676718158582	49.9865474112694	17.5692909861878	30.8257071952875	36.4900442562057	39.0171784959677	38.3858020215517	40.5062108019324	32.4382591615523	26.407314659398	25.8423883445048	44.8510778717105	39.7632263553922	54.1346548897059	29.9390817814446
ECM-receptor interaction	89.3496976258144	75.8453544627988	20.9573262129118	184.683339596029	154.638031864414	154.317194987723	91.1405720925142	10.7231326420014	10.1276002497951	12.7003616734082	18.4560777252261	18.9943693486525	11.44926982397	12.6460479683388	12.2671331632518	11.9651654872557	11.2622260658388	11.5189770503406	29.8304283972241	17.2354405452201	66.3926167120622	96.6075596254682	130.315963844651	109.192677659757	60.40569428491	93.803926017788	32.3377329453208	94.2963876594765	91.7866711584657	35.7102897655317	22.1814537173113	50.3380615643907	59.7057581409602	54.9928759216056	88.3636650928269	34.4964709547458	12.7787762216697	77.3519800600369	79.6767104802934	11.14833567633	26.4932555332591	59.8739066786198	51.0534855334058	59.8065605840014	44.7888986495142	28.7175415089441	43.7237311451288	18.9660976105955	48.2536973109271	116.836327124917	80.6990062465301	8.41733968432983
EGFR tyrosine kinase inhibitor resistance	58.7999891527497	58.4502473827443	31.9998152919974	79.6774023889723	63.010110812866	62.7333587072487	57.6069816932435	22.9970815651444	23.7688691242462	22.2374085029536	31.8984374880044	31.2622978875987	24.9191808021566	27.1320952345772	21.3506079702159	21.741131844555	24.7143648341106	19.4740700264128	28.567860009928	22.47340869475	59.1702202007093	70.0796483016878	74.1820691634563	46.6336203848826	40.9980458988927	47.703197067877	48.4023568228673	47.7802711304407	66.5217848625055	24.5100459252039	16.4463862394981	28.514628182814	39.1865719677791	20.3536476451831	58.1211823518317	40.8077377928526	26.2852203218718	64.0935425637635	82.5117797691349	26.8502536939646	39.2150202058479	58.0212974755364	61.7367151597348	61.8628687262868	43.3420754564912	49.1665483352374	36.7981090678941	31.4184001284168	63.1778605377896	74.9595123827253	65.7694145822785	28.8072248304617
Efferocytosis	48.9249212225909	53.1961568164802	32.2861804288028	76.2273071086581	58.4021604479989	52.4405358854978	40.7840906228803	20.5688861846782	23.3519641160712	21.4001009284501	31.0199286861045	30.5216621742254	26.2468759450342	29.3976948798333	21.3465304665917	20.5826301876131	21.9393277789697	19.0768638111239	27.0729063372674	21.0651919550312	43.6459558984114	44.2405742064756	44.8583059346441	35.3425773950717	36.6946077862585	35.1762549877511	37.6220724199672	35.4048105567855	47.2570465143861	26.694056757119	21.6964727209571	25.1382826071779	32.5254924435437	21.6739848011377	69.5330150633779	36.6263014600415	36.8590074843879	52.4598507594828	40.5301066968087	14.0873539933842	32.6402322543294	36.5394384982157	34.1677759989042	36.3088146709693	37.7683758164867	73.2143656692497	30.0563740255716	31.0181603644728	56.2970798179499	48.1725353136839	44.7508221899588	40.4107059279295
Endocrine and other factor-regulated calcium reabsorption	34.4302513115057	34.1725332451544	36.6864681560601	42.3914452418452	39.5914429188961	42.0281905807826	35.0056900784122	42.7777306442197	57.6231003919346	46.1029405308176	86.8370476738642	85.0471633983544	64.5827252410901	76.0771965406467	40.9380955279319	52.7508063416783	50.5419924018537	38.9636343567078	33.9190516666667	39.4419400546448	31.518546079583	42.2711607075472	43.3541739704676	38.0018901886792	36.2237418808839	35.0116842183623	36.7020688925081	34.9665158796623	40.624633272609	23.8498396975402	20.3737942523794	37.7914763171263	45.047351457976	11.2915911263143	41.1783688941647	37.9652212436151	36.2438517832265	42.8743880236553	39.3001800078209	34.9362375956427	56.7798594779673	80.777326039074	38.0658756838536	41.8813871160102	37.4382616343086	32.2957357605068	25.9870754225581	33.3256653399872	48.438780659274	44.9741701233198	43.0651728412875	22.1688350565098
Endocrine resistance	51.6991979761905	54.2137046548481	23.8512908629944	56.7676858117055	51.3562949354789	55.6987406990171	40.4367486228355	17.5597671172882	20.7188625178827	16.5439712138889	31.764625731799	29.3677047904919	22.6696842951389	25.2546551134603	16.7255424473039	21.9660000620136	18.1559450730994	14.4336875217356	19.4753970338031	16.310551507286	48.3287218616245	47.7212438151042	47.9379484103261	35.897287996967	31.109228933977	36.7972636768507	33.1438578072408	33.4984469071227	63.1058638649425	21.8519012689805	14.20878597276	17.5742823888221	26.3022484848485	19.0253412833969	49.9165149794771	31.7182747398711	20.5354951995467	50.959482841107	46.9742308522237	13.0242175693485	43.7619896771832	37.2799579410461	56.1027293759601	48.1006501914788	30.8903811619364	32.7384596784747	30.3471478849304	23.0305276396437	47.3208578932139	47.0962519614651	45.8127821629902	33.3189059136312
Endocytosis	69.4850738374225	64.0377210708592	48.1086082048873	68.1289791291437	66.9125731792843	64.1687788088388	58.6922536546185	32.2357827808471	37.690914340969	31.4750066742972	57.4700937018833	54.5434057935501	42.6478520885022	47.405504886311	32.1174749159776	33.6264612224775	34.1371170055661	28.8094537849034	41.6230230096858	32.4644676142823	61.9696257944619	64.5272906208166	66.8194014160992	52.9644542639292	54.7077736718901	51.0218019441538	53.9997307527831	50.6387484432561	64.5850513779255	28.2404782948715	20.9441012179692	39.3215861866698	45.8861270281124	22.5505560844906	106.829675823559	44.2321811870687	31.4117441656111	65.7065875740574	57.9290654932684	18.298033757128	50.225239370004	54.2774681642884	60.9022222219755	62.9042588501486	67.1912993655783	111.055508154785	42.8882552336126	45.3347705532274	68.2482950964677	71.5893358684411	65.9772910415781	153.895512910021
Endometrial cancer	46.8405951166329	47.0555853110498	28.8665607516072	69.2160583759497	55.1461164873906	71.7098513089475	38.6433317353336	19.5129962078491	21.4466102338316	19.7791478643678	30.639214893564	29.6343603720508	23.1451030351213	25.4414010710165	18.5223534354293	19.4764560599758	21.071859261948	17.2425522298398	21.4618857936105	18.4085963877897	44.2906694542466	43.7184657112069	45.1490825937032	36.4747580067484	32.9565178439277	36.2009066762214	37.5247545692463	36.41838113621	48.5718003091558	25.8112593215648	14.9930456534178	23.1757067158488	30.3751209717868	22.0345757587523	52.8925011124115	30.4797874480854	25.158141382472	53.866507395265	47.8955671636591	14.016373172509	35.0149153872425	38.1097967039618	45.0470458843159	45.8570538148267	33.5135301632517	33.630692212125	29.2722633084809	25.9480573738131	47.711449563168	44.5719449932387	44.2669638093306	29.795372192425
Epithelial cell signaling in Helicobacter pylori infection	51.2152283783513	54.5026800177659	38.7491800828087	50.883666687954	48.3799786998934	49.8733056452347	44.6286260816327	34.6255458374112	45.1906104396076	32.0982622333333	71.1612124069108	63.2940298039742	48.6535350216931	59.3505005050451	35.418846129972	41.0668812279044	36.0395324165414	29.1664347536558	39.1263204320728	35.1450817135051	50.2129929777654	51.1959055	49.6377084596273	40.7213997575861	36.9880460805249	40.186784931939	47.7081083243369	38.885120618793	55.1565025566502	24.1079140570189	16.168697437737	36.1696331483517	41.3561377402597	23.2778378833152	76.5958864723273	41.0815286369376	24.3332202060775	56.798823193177	48.4612270207254	17.4755524538279	49.7703667243268	43.9428377649443	52.7719286954136	51.8212692663888	40.5864293837129	61.5921627637958	36.139878039663	37.8978450976536	52.2967757389307	51.9054231867414	53.279159684874	97.0282735995375
Epstein-Barr virus infection	104.14006926488	92.0011486006933	55.4377960841555	98.5117875859052	94.1788795021163	90.5645155731473	69.3275655702009	19.9384176861549	19.8593061712895	21.2500806736318	28.3633899561758	27.4552667553211	21.653539079602	24.5641459117054	20.2820035007316	24.6385457051319	19.8948818849612	19.9418477982137	39.27441631036	27.0377105355735	89.6830248301295	77.4634065671642	80.9138653926022	57.4435983515596	66.6541001906958	54.7476871207239	52.0335032431491	52.7753203172196	83.1534465843198	35.0615510962541	23.1883145812971	48.133161279181	52.4606990321122	33.0084767135696	162.798810319265	53.5945853986971	32.4985163429187	97.9714828595084	70.4203683504756	22.615651633545	54.4945024737336	64.8510544529127	76.672355328427	76.8549445773124	97.4567568786502	166.866058171776	48.4087957058687	36.1059933791189	92.5240387928777	86.0033988423894	77.6562797685104	184.109851194649
ErbB signaling pathway	38.0212984129181	39.4072907443632	20.8345329036889	37.9749187938684	34.3937802221247	39.1823393421299	33.4044251673033	20.9708316691583	26.3448402878061	18.8877921388235	35.9300938432788	34.1922479557718	29.3575450888889	32.9448727216269	22.4209532493656	18.4993651801328	21.7388772854489	16.2794269615563	18.3606116493656	15.370946471874	38.350840117647	35.2300977745098	35.6154513196931	32.57033317984	26.819367398993	30.5625937860166	30.5602284642652	29.5487591359966	43.4165076957404	15.547669652418	10.7006181814159	15.3316295938914	20.8320128770053	13.4676831050741	38.35392137164	25.3654543548911	20.1300080139508	42.4933034446005	37.7262103486742	13.7919158514787	27.2831551659463	30.7257303775553	37.0538326605223	35.3526868090186	27.2703324035237	27.4524524684646	25.7517582613094	23.5482245967604	34.8965565865153	38.4023022445213	36.2038224532872	22.4020631405758
