Adipose Subcutaneous	Adipose Visceral Omentum	Adrenal Gland	Artery Aorta	Artery Coronary	Artery Tibial	Bladder	Brain Amygdala	Brain Anterior cingulate cortex BA24	Brain Caudate basal ganglia	Brain Cerebellar Hemisphere	Brain Cerebellum	Brain Cortex	Brain Frontal Cortex BA9	Brain Hippocampus	Brain Hypothalamus	Brain Nucleus accumbens basal ganglia	Brain Putamen basal ganglia	Brain Spinal cord cervical c-1	Brain Substantia nigra	Breast Mammary Tissue	Cervix Ectocervix	Cervix Endocervix	Colon Sigmoid	Colon Transverse	Esophagus Gastroesophageal Junction	Esophagus Mucosa	Esophagus Muscularis	Fallopian Tube	Heart Atrial Appendage	Heart Left Ventricle	Kidney Cortex	Kidney Medulla	Liver	Lung	Minor Salivary Gland	Muscle Skeletal	Nerve Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin Not Sun Exposed Suprapubic	Skin Sun Exposed Lower leg	Small Intestine Terminal Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole Blood
Morphine addiction	25.8177377317081	23.2446559344403	15.2867213693425	27.4476545690538	24.529240858209	26.6012441244573	19.6954128029114	22.7679806903042	30.9241241866717	28.7910560479853	50.2746442385052	47.9334355316864	32.8174275588116	38.10229003023	21.6702829855635	26.9798714602129	32.8138468891459	25.2367564545297	19.7263704255548	17.9753205770732	23.0628163404883	22.4373070467033	26.2222028380315	20.5777251511973	16.501035844135	21.2798401224334	15.1385293077281	20.5543822191534	25.1699651193634	12.4742827606017	9.23895345691919	10.7708465352916	15.2731335364635	5.94257443503062	26.7317648149698	18.1661117861696	9.53678439735081	24.9154340880761	23.2249983237488	5.55365293424807	32.6671999673489	20.9082389728002	15.6285538878479	16.6987993494039	18.6129250209694	30.7081055056135	13.4186147638848	15.0200643350852	27.1416476243493	26.4841361753932	22.2477064046542	36.6054921853489
Motor proteins	64.435271342024	55.8905332631809	34.4284112754455	186.469848007062	171.268754183506	242.761367758136	146.414471670996	31.8847278076215	38.5390321798173	28.2926653182906	48.71317719726	46.8952630811645	43.198856202849	48.1635114475264	31.5527955455002	37.5243330928864	31.5349488059379	26.1557716351706	53.679248379085	35.0183884741488	56.789376161329	71.554250224359	97.332694419175	214.320341503335	111.076828005888	193.460722746707	62.4610185601771	225.854322968234	128.12028641733	194.689634619278	219.319222056841	29.0462264215976	39.5835710862471	14.8589093609317	75.0158566786382	50.083112492421	462.374618258981	70.1806717227708	63.5418543658828	16.1986714266893	36.8792456567543	93.6894529250773	45.0648087229903	48.4194553192546	70.6096621184194	52.8718142075349	77.1231464630505	64.8553855698006	51.5227044985005	150.373413252221	75.9009787095023	50.21749096644
Mucin type O-glycan biosynthesis	15.5899398951581	12.0591920773911	8.91552146246973	14.1783494007264	12.6454440799574	12.6897065685342	12.4762448719852	4.97282079084451	6.56161499570815	5.15888320952381	14.8600738679732	14.8310743716434	7.7598395005291	8.58661394370685	5.92811321904762	6.04643248249027	5.24976564310777	4.54736579302587	8.2297538837535	5.29130786104606	12.6978615075042	9.988714	10.9752098136646	11.2280834565292	15.408653039666	11.1013924594116	12.4744568655188	11.3226645179526	11.1124850935961	5.43414277533313	4.8274506908976	6.68507893131868	8.17751490909091	4.73865808069793	13.9898898538316	16.9809528776638	6.54475784876004	16.7826504972281	12.5675731502591	5.03649210418311	9.54099276312186	9.3076683556231	7.56296049374589	8.43039128457749	13.719570847481	10.388598689015	12.0237958427518	9.19820247688061	15.2680534532164	10.9063509897292	11.5349218218487	8.14734721473048
N-Glycan biosynthesis	42.0374267239396	43.5066713245315	41.6250503801453	54.0503430557657	51.6641805577026	45.1946166110192	41.9412062360853	16.2236145945146	17.2914482832618	17.7978989553571	26.0483151205518	26.0820497710795	19.0995921481482	20.9279629182156	16.110889960084	19.420223180239	18.960212504386	16.1166273186164	26.380161615021	18.4105459455503	43.1159219858255	48.2264392857143	55.9874345263975	35.9947910428742	37.0968556251864	34.7839423178837	34.8532625360633	33.7429001527884	53.6770086884236	24.6726259660676	16.5880922732301	28.3820477747253	35.0531896753247	29.7997125395311	51.8261938907285	41.8389466949487	17.9894463875306	51.3443740754264	55.893571226869	24.393215914562	45.4339358957097	42.8978655990375	32.8014482414417	33.8497498166919	40.2458877622498	48.6276813312274	35.6994191843629	46.7216907940821	58.0736136103279	53.7188797607376	43.7208483172269	25.9109452506227
NF-kappa B signaling pathway	35.6858064408263	42.0802958955248	21.8770761378748	42.9446751916965	41.5702268053961	40.4435100943449	27.886419468032	7.4457092578623	8.1391415355728	8.89464826698718	13.8459845258262	14.4210455968045	9.60739967450142	9.99831312875322	7.67219651923077	9.00141480582161	8.18961900539811	7.86766066929134	12.7963963499246	9.47454350672552	32.5941693768707	29.8913623597756	32.2668977048495	27.9713055950523	24.5563152477116	26.5895741284119	24.348480609653	26.2947677661799	35.3533278017241	17.7129200540214	9.0509164259275	19.455666816753	22.4823306031468	33.6756373201703	59.4491976340423	23.6355539348704	14.0991981319353	35.3022797442595	30.9240280923675	10.2939381167658	22.3388073685181	27.5746109564239	29.3781587743708	30.655339555958	40.2501219825344	55.388112682241	21.347146252835	20.4326610154218	42.9652402354645	30.7970789441931	30.5261859168552	49.6656984971022
NOD-like receptor signaling pathway	57.3279390512141	56.300882932613	36.5401509511466	48.9594359573552	49.4331000993695	47.8289795365935	48.7462108938121	21.5297445058646	24.9319321172339	22.1959570185383	38.0287916894149	33.9773030171686	25.9903595090117	31.0472881633302	21.150084220195	26.8651024644708	23.7105387100103	19.4763111465746	30.7717217778127	25.3438273954589	54.2505177798123	52.563075162656	54.5141987514532	44.9777937876023	40.0200623734831	46.8109090913072	41.8818280465606	46.5087087902618	56.3968239738152	26.3605573920911	19.8992385714117	27.5032613934595	33.48891587263	19.9633642468466	71.6315994512519	38.1501664924513	33.56718701888	58.0192934937345	54.7948026469203	15.5338422929654	38.2459888679503	40.5003458745781	46.5984411965138	47.195363048412	118.130553793691	64.0165762213556	35.5754661825803	31.2153569672428	54.0303328045939	55.6554437918982	51.1765520836741	77.7096180198587
Natural killer cell mediated cytotoxicity	69.9388634795518	62.8809141688586	38.0196074991186	49.7069218228814	54.42483252	43.1261257219103	47.6495011345455	17.9514181940331	19.8024185898712	19.3513471029333	25.4953383910469	23.7129086418045	20.5908947327407	24.8824843901859	18.988827232	19.2852464130739	20.280790848	17.9276188910236	27.3287112670588	20.6012486382514	61.1156893403891	53.2564377233333	56.2991530678261	36.7646806680668	50.1655655934864	35.2060041772705	35.46006563557	33.4968390401426	54.1129252965517	20.4731110311497	14.9022093258407	36.1169294215385	37.5269681090909	20.1020922164886	132.249111476954	37.5459350307182	15.2985893039609	55.4610750816716	37.5628400551295	11.7038910939227	34.5867606609585	45.5074318604255	54.0463421189555	54.4833059502387	74.317963111884	159.926545094874	32.4188806533661	20.8606535399034	60.0234094546199	62.5338578410458	54.2562630569412	276.802127155168
Necroptosis	127.399171318932	110.66674006459	71.6151534491005	122.725055461682	114.837622555398	98.6715282381718	103.958993836348	54.8611896678304	55.1217173071961	51.0459257353783	56.1609059207991	51.7651047848148	54.9287461229266	62.6504738153123	48.0746126207145	49.809036523597	53.5732936099451	46.5323433689194	83.8103902267533	57.9724223158671	94.1540062361844	76.944206357362	78.9853947185916	73.5101873438072	70.4889292329367	80.1563070853568	61.3510348502228	78.2050291460254	78.3639989528242	44.0951857568902	30.0467079027092	85.4646911166824	84.2091836698271	79.250666308247	155.294771159144	60.7437248801817	62.8401114690927	107.202006957147	95.6534490091866	28.6832075599092	63.5633710786178	70.6184411991472	58.7752935638423	61.8364168443963	74.6272832376041	124.516209807092	67.8305739607483	42.3216358054	93.5724299735407	77.6562008288223	78.3495105434861	160.792576701938
Neomycin, kanamycin and gentamicin biosynthesis	22.8996901288515	23.2371005621806	8.49714844067797	33.4453202627119	32.0957073208955	28.6972463791606	28.764887012987	10.0689105966851	15.5935328497854	10.4340639466667	35.1265535884477	32.7708078646616	19.6071541481481	21.6359153234201	9.77071305098039	14.5740669805447	11.9289943017544	8.80173082677165	7.14903685294118	10.4081763278689	19.0177248871595	23.56507775	14.4993154782609	19.1588598854415	22.4639820292276	21.6175576923077	34.74906552443	25.2017108270945	19.1798719310345	24.4968910672451	16.0876837212389	9.59510711538462	13.5518289090909	4.51831526717557	38.0820960430464	21.3510316022099	30.8714827334963	15.1163475641791	14.2672366217617	3.01160613812155	20.426846313099	19.6165825460993	29.4664009831029	32.5478269920424	21.5739854782609	59.4061869169675	17.3287815429975	40.2005045362319	27.2242553567251	14.4077647581699	31.7614157647059	125.836814351183
Neuroactive ligand signaling	12.4151793627803	10.762465508291	7.70242865939869	14.3462695794651	12.1738186467787	14.9704478647943	11.2582282640475	16.0612601082762	21.8151304345763	20.8933019708543	30.4137970034287	30.7365178595987	22.8338452858738	26.0752882836114	15.3555822711597	17.7531843622783	24.2867959012607	18.3115105949037	11.228106440536	11.7936760751847	11.1690058021626	12.0101426528476	14.1875350426043	11.9092511889999	9.13977805195078	11.2675243769717	7.98369153143568	10.8771480049087	12.6549115993762	5.80475995748809	4.35008628073998	5.75363787301894	8.10571526267702	4.05097600329894	13.1109577154814	9.48466880479747	4.71013455830497	13.345770479337	11.5279070008071	3.08338810558316	226.4998781513	10.845082774689	8.44173656693606	8.9112655654266	10.3668345568422	14.0484786782287	6.99546129344511	9.1639089562547	12.9875337653913	13.5847389608172	11.755256394029	13.0260461111285
Neuroactive ligand-receptor interaction	10.715129161443	10.8099818330954	5.96161143289052	8.36550186051305	7.72677438170633	7.7739303911683	7.1606441003861	8.00546404046588	9.2424914361443	9.12532413567568	12.1098242282174	12.197718677911	9.38074687137137	11.0444330276299	7.87314998410175	31.3678934852245	10.9387377736368	8.78108669738242	14.2339782778219	8.8807608787476	8.68521574166579	9.56657642117117	7.46349954289072	6.54646420828227	5.83209968611409	6.30946593823352	11.3277301550753	5.9136918081611	8.30647653960857	3.59982039233159	1.91424241090648	4.31845484225572	4.98552162899263	14.3719442704766	9.40222950742796	5.63259024548305	2.35924325959823	8.39608976700282	6.01934268813892	515.563868706884	542.576283925222	6.91146423135902	9.15127975953834	10.8010287526704	7.87321467345607	8.74620552327056	6.76661705312438	6.09976621752187	6.96633142559665	6.77056261508567	10.432582609539	15.8789591597052
Neurotrophin signaling pathway	54.2669363054634	51.7191654262523	37.5478874231591	62.3465350838556	58.3549112140976	64.7150870459327	49.9536067630689	44.4552169181485	55.3566330583907	41.0967768072829	68.9665155428814	62.0808550650787	55.2376803087457	69.2663067673612	45.42928352348	43.5387372690711	48.2945811239864	36.0471473665057	46.0174946712803	37.6338564687514	52.1460762732564	52.8021433683473	54.3012781622214	52.2260755131265	42.2518611676988	48.7559884996976	41.3671548903731	48.9484185106128	58.5748412141408	24.464888917771	17.6574542479735	25.9219177884615	33.6966633613445	17.4844074219001	63.2629114243976	39.0821113598589	30.4674204671159	66.9417242092061	56.6133013915618	16.6343637320674	45.420210128064	46.2580993256451	73.432953665208	82.161617669126	43.4719713904112	53.3518824818736	35.5527584781038	38.6666548311209	55.2462722308222	58.0722711259406	54.4490279154721	53.0832414489781
Neutrophil extracellular trap formation	49.2961559788603	53.0143199329216	32.6693970942797	72.7538700628972	69.6695323754275	79.9354116578479	56.4527985457251	19.0263811708679	21.6980415318759	20.6057134861111	30.565811441411	28.7857364812422	23.3964936545139	26.5614822417131	19.5369457001634	20.2860967771158	22.4959174674708	18.5344051904938	29.2666102290135	20.6423753648679	47.0124529451402	53.0251358138021	56.125787807971	67.8088024301412	52.3743137013961	60.8296768377792	51.1672045063959	64.2099018179033	66.1646553340517	22.7205939622876	15.7115436732577	25.5687886007612	34.6337371496212	131.950965190045	73.1217327944778	36.7811467213398	19.1330403125637	50.7072294923041	61.4081529517487	18.0688111010877	31.9970987253727	46.0251974519799	44.0471957725294	44.0518541416611	48.7664732976047	64.9354442922684	42.030478030431	29.2367097960698	45.7800278361812	69.9101856379357	55.5488750778186	116.27506663495
Nicotinate and nicotinamide metabolism	30.8920177049739	34.4938705170588	28.7134170929913	30.508926037563	29.2552733632513	33.657686385184	23.7230623095823	9.29732044646857	10.225077917875	9.86384334864865	19.9558673431554	19.568748181264	12.0181057167167	13.0544759328846	9.77240224059354	10.7184912546009	10.1637465519203	9.17153959885082	19.0501962281399	11.6060986471718	28.0032106046903	22.9827630743243	24.8263648648649	17.7472361788041	19.202062036337	18.5981372127959	20.5575117510344	17.2941752247435	26.8358908387698	43.5019805704403	24.970634223272	17.4423220504158	19.7484054545455	49.2231980554983	28.6923468856274	17.103719644617	24.942406024582	30.7457070673659	23.8633658437194	8.69121561669404	16.8432443191434	20.4558446252636	18.4041374322249	19.7265679708223	20.9516553022588	26.3270510518099	16.3550600657414	19.4954797258128	24.0180568195827	23.4929683518813	23.6433182416534	29.9080695294672
Nicotine addiction	3.13046679852429	2.68455732953837	0.882731111202976	2.20857949927656	1.2396531206771	1.39329988704952	1.54180304402914	16.5892048847864	26.8363029236889	11.5829547317073	62.9827855111385	63.3919638951036	31.3263824588979	35.6087451681929	20.2593370090866	12.1057675790073	17.1489031305092	9.55428036393317	3.50687223577236	5.60904863787818	4.0275731161621	4.06688660569106	3.44314046659597	0.725477248384656	0.858466543103009	1.15850308055438	2.90479150154922	1.06579956914917	2.5587231118587	0.982255888048251	0.559161406755882	0.74821314727955	0.917732594235033	1.02398239992553	1.68747247859796	2.68564397655302	0.191124699147236	2.02613463414634	1.00269169594338	0.43937229281768	3.89562364684797	3.45420216312057	2.25210775055262	1.95709466681762	1.55336055025333	1.05331758915206	0.689688672619404	2.16674034641216	2.81293269505063	1.88328930814602	4.61148181779053	0.166212136500319
Nitrogen metabolism	45.388448259186	45.4058874716905	10.6363235333998	17.5850890416251	21.5411587313433	24.8051141176471	24.6465417112299	33.8434747936302	38.6490114011613	37.6211544882353	23.8338010150775	27.272481103494	37.7517101132898	36.7240221758146	26.205736994233	27.8399782032502	38.0660829040248	34.612426415007	35.1857210986159	33.5382148601736	42.9062584493019	26.8589584803922	17.7245987468031	18.6472990186719	59.4769421245241	24.9134177346373	22.1458043408699	26.6480091747929	23.5505936916836	8.48415997065204	6.19662293857366	30.7836723925339	29.616288342246	45.7508138549618	35.5259083920919	26.8913349236269	173.618164178772	62.6236149332748	32.6082758305395	9.21191408839779	12.8716808306709	16.5118730204422	34.3710781494533	33.2858994554533	17.8451126001705	18.9045125695477	80.2625108729585	23.772078266553	27.6025917991056	16.6037124990388	33.5106711730104	29.695597260274
Non-alcoholic fatty liver disease	812.717860839336	842.380385175557	1287.72780158266	455.553542135841	610.905238750485	561.585235224219	827.079757507168	1648.42628512126	1599.30581360236	1546.8449900316	1088.38391744432	1068.65391039132	1498.43125747354	1417.19540495486	1669.07053799465	1541.7427176252	1488.61171257371	1643.25013528121	1137.0870680494	1507.82496889717	870.958854053767	486.607911896645	557.460889158667	900.468861490717	1186.98543990985	987.297319967774	656.197991210923	996.301702488367	587.538009641738	1440.90222717216	1828.31137720794	1680.99562302135	1233.21379600945	1234.64365103648	572.57147848854	708.666862126713	1178.48341884649	572.398118953576	423.812569690465	341.341644828155	636.483133827642	854.263116425117	854.553577064556	789.15898360691	1034.07268699134	611.536442387829	1064.08301862791	734.005461576479	779.8294993853	532.802207742976	531.596782680672	176.022978800116
Non-homologous end-joining	35.8068225048481	30.1111445629668	29.7501268604954	39.5109396219035	36.2677178846154	44.9848120026717	40.2162225674326	11.8619123289418	14.1734610201387	13.1212339	31.3384649819495	28.8916895199537	16.9926775840456	18.799377246211	11.8900068536953	15.8848215055373	14.5694461781377	11.7732769351908	18.8384705618401	13.695930357293	35.5583662002394	41.7343032371795	47.2421047826087	34.8666244042592	30.3011219078208	34.3771561443023	35.3232513029316	34.0711768641163	45.4220771352785	17.1913796946438	12.873427615725	18.2783018786982	25.5646444055944	13.3938590311216	36.4137559755476	28.6376233744156	24.6162567124318	41.2163797347876	45.955284599442	12.1835529133022	32.6165228557385	32.5807787915985	35.0219988691953	37.2760382401551	33.0216667038276	37.7683282143849	26.3807834133434	54.6602346562616	38.8799390879442	47.1783241528406	37.9668010226244	21.612158932848
Non-small cell lung cancer	41.3955581104108	40.0055509954098	26.6615871049906	58.2173095327213	47.5810918786277	59.8367134702123	35.1661679888167	25.6893490707489	30.3558723652837	22.3057202185185	32.0237606172282	31.2585960197368	35.2755053909465	36.9519809164601	22.2832720315904	20.4212100691742	24.6990305692008	19.9377707912292	23.7478828240741	19.2001040285367	38.1056400226978	36.7763283159722	39.6255848671498	33.4558862526518	28.1635813262584	32.4551381923766	29.7888752105954	32.7500517555457	42.1045884243295	21.9316257546999	12.7088094103368	20.6317812166132	26.6829087878788	20.0216903000424	47.9710207763061	25.6414931230816	23.7772422059223	47.2088129156302	41.4847896430628	11.7366137223757	33.6006168752219	33.4368625930851	35.7564340631934	37.6141133547009	30.6957618887547	36.2328509045327	24.9660532585995	24.3485813727858	40.3602471369396	40.61332235748	37.1565213472222	35.2356374472464
Notch signaling pathway	36.4140830145392	31.1002481441821	21.7723577853107	38.9551424347592	38.9371025983179	45.1851961633703	35.1394868027211	13.9552520257827	14.8004854656312	14.5685018539683	33.3712202051458	36.7146565986395	18.5989677378013	17.4299685625774	13.8934327208217	16.240445428942	15.4550215210248	12.9384638057743	18.6656975848117	14.3193786859225	35.7157496065715	42.0519742328042	46.378199910283	30.9330818089177	27.1484141528316	28.6630047658435	30.6157456023473	27.5537087522282	43.6137264094143	15.5031419271425	10.7933253434471	17.6216995528083	27.5876863347763	12.4002149575912	39.1476330114054	27.5080778628431	16.0806823312764	45.966405312959	42.1761519812485	23.6632957226169	33.6556427435468	38.5382789879545	37.4770295130812	38.5019652980927	27.6373007752473	35.1827184912039	21.527119030069	34.7753078571429	43.627958076209	46.4405675007781	41.7089977553688	18.3678055772994
Nucleocytoplasmic transport	46.9507898948283	44.272233789829	35.9030787774639	49.7280864593142	47.7419404847291	52.7520025044219	51.3321460834536	21.0317113459177	23.9080261675409	21.3603625305556	49.1077439975264	45.9681289320523	26.8968180411523	30.2676745425444	20.4260093304285	25.5077097074506	23.9668011091618	18.8804304265092	28.933207480029	22.2403049549686	46.8974624818057	54.596787654321	64.1885244806763	47.9531205095907	38.066969958053	44.418820824143	40.5072793155085	44.1972798100284	59.7851880779055	24.1318933552262	18.6182296093494	26.1738369123932	35.3919740151515	16.1886366249647	47.1676032436534	37.6261111791488	46.1730276530381	52.8901281137369	70.1454736878718	20.9540313699611	46.0127592894332	46.7649733504071	45.4474817997952	45.5705290454612	40.6001063092682	45.7639139266613	33.2791656847757	56.6896664814815	53.0410721745722	64.9212698650448	51.5324002461874	26.257349042249
Nucleotide excision repair	35.7341711236107	31.695600293455	32.3258956834336	38.2835561481684	36.7218562367597	38.9906651283787	34.4222463510683	18.3153817332026	19.9560594164475	18.1066941860215	35.0822018429021	33.1930592553966	20.9876000537634	23.8739299106607	17.6239845686274	20.9450262099912	19.7205207221279	16.327025982347	24.1679667892157	19.058661921382	34.7664427795908	37.8422675537634	41.8985011851332	32.6726651393487	27.7500302383999	32.0019772216441	32.601447098613	32.1540793439135	41.1043359899889	19.1273588230355	15.3937484142164	21.2837310669975	28.3154200146628	17.2193556002216	35.1180903086947	27.3910418347888	34.2815632727344	41.16474995065	39.5749110722046	13.2248613299768	34.7608479557869	34.5500562668726	33.6434597334126	35.0362785753401	29.745130345956	35.2297838040061	24.7084929250218	44.0901848620851	39.9981001808621	42.0375154121864	36.0948145796964	16.722430100229
Nucleotide metabolism	34.4768800664844	32.6700062016379	28.9122203348989	39.5386358081478	37.9860209750944	36.1075575397974	33.896379054921	18.5992032463556	20.4548941460262	18.2821837180723	28.4464938106215	27.4825532878884	20.506030134315	24.3015357105746	18.0122909714151	20.9157182504336	20.5076960891989	16.4559702115549	21.7537871669029	19.2664852103496	34.3961863604613	40.4282516716868	41.5002497799895	31.0126215547632	30.0457331637196	29.6176181643696	36.8799508469055	29.5924727298499	41.595046368924	18.0661188390874	13.7806313351637	23.3981802594995	31.1144862322015	18.3834536553849	37.1602388665922	29.564207756773	30.8658728435502	38.3747334900198	44.6856949996879	14.9352204706117	32.2376466530659	38.1500337379304	32.4680454920141	32.8651959798345	30.402744726151	36.8515972706711	25.3424390021018	29.254524103079	38.3218078915663	39.5043841798567	39.6378265194897	34.3130048902459
O-Antigen nucleotide sugar biosynthesis	45.0603170249152	39.3291618434502	31.988549396967	62.3716406801963	50.9933489414768	56.3182422842562	35.1171864114833	14.8997313608607	18.1935880257511	14.3283705649123	18.8709343739312	18.6221653244954	19.5885256822612	21.9685075719037	14.4169188648091	17.4789186770428	16.1145568125577	13.134070511811	18.1081133436533	16.9301642249065	38.054439609871	37.6133387061404	37.3289038672769	29.8585916116066	37.0976797307988	31.6072243620217	34.2775700351449	31.7937609269162	35.4066649001815	22.0799225071355	16.8521808430368	18.9024729453441	22.7814772727273	30.1871785757332	35.495274411816	37.7648933759814	31.6632067655385	44.7326613825609	34.9853467602945	14.6692037859843	33.8319673734656	36.2980078518104	33.1875546341661	34.6401908823119	32.53047331045	26.8770127417823	31.4862053989396	47.9673881795067	33.6937505940289	36.4561885964912	38.1227103281734	16.1883426545192
Olfactory transduction	3.46886571709336	3.34912725120422	2.76493279333096	5.21718887489629	4.80246543784574	5.53012090969812	4.45117555444555	6.58499685636647	9.22430884740438	7.46927711313131	10.5645129378203	9.22844807595913	9.36655868419236	12.0182946008267	7.07618112674254	5.64474176956636	8.79884844493518	6.43633249885285	4.92998883735546	4.39088519214846	3.30751261335293	4.22847671231546	3.9226289044289	5.37100511691173	3.88129663211528	5.07921954450016	3.00631726991792	5.58103983259165	4.64071102242585	1.95324635620345	1.51937986163542	1.87303540613233	2.35940652680652	1.00327208606915	4.30981677291252	3.06446797086891	2.15508502296807	4.59497135852208	3.85413961580734	1.08388248811961	3.98407182421413	3.79081451569707	10.7753685768712	13.2569954710851	3.8288414319336	5.36792861536778	2.64225698504608	4.09352280857629	3.00324753390859	4.89915340143517	4.52932555793227	5.92660783597059
One carbon pool by folate	22.5280609387439	24.8845561297409	19.8252444692239	26.6516653384255	26.8677377101335	27.464038808744	27.5827490328093	14.0999800843268	14.9304838310368	16.5385555333333	21.5507899049971	22.8560757627622	16.8480495146199	17.2804604705537	11.6346929050568	15.4686670387057	16.9180987922438	13.7290213675922	16.7668823955108	16.3395772706356	22.5443024165472	22.6008614364035	26.8377324713959	21.6705249541515	20.1721065948797	21.8132787429803	20.9159980318875	21.5997835012665	28.7384585662432	11.0654827634433	9.22211838379134	30.3280039473684	31.5059402392345	86.91502022499	22.984519563001	18.6398015905787	16.6622514550894	27.2147602254517	33.8670998745569	37.8678897586508	26.3555262266689	25.7020656373647	17.0343933511197	16.8691791525897	19.9719176735317	18.6424731797454	22.6349324608819	23.3642048951182	35.8281514931517	25.7408882370141	22.4761242198142	6.44182630759651
Oocyte meiosis	32.4164473939431	29.476728839839	24.3693778948661	41.1473779898981	38.4360719938352	45.0494444986262	31.4131569649915	39.5367794335015	51.5653956720781	36.9130932007246	63.4287203557788	53.5478207486107	49.0507269809447	67.3357773320403	40.1905410647911	38.1584997050696	44.5156492913806	31.774981513751	33.9410529070759	30.2224425821652	30.3011719847178	37.3742986141304	37.4711816320101	33.6026167040227	28.6333049450849	33.4963951379149	33.4052147676203	34.6636446732026	36.985446091954	17.8238388811343	14.4689243620944	17.5621191513378	23.0541464690382	11.1318104909282	34.8906867262933	26.3426730338698	24.4709359519507	38.9012093360372	34.368421208981	37.0139918027864	30.2644049863407	30.0079663434063	53.5958136628153	61.9819624531965	28.6172701634811	29.8001131588448	22.9123222255457	41.1207947640552	33.9040177830748	40.1627070962395	38.5439646317136	19.6675415176783
Osteoclast differentiation	51.2932269402003	69.0615065412214	28.936680922188	62.162196513707	55.273995451436	61.4555601978906	42.5910362977174	16.0072006315922	17.576214741839	17.1781069462121	29.2362157761733	26.5480052144566	18.9363628762626	22.4792754106117	16.3420012153892	17.123894145148	17.5672236674641	15.0186595657361	23.771862608066	16.4206612998841	47.8221521237177	41.895127020202	39.66603085639	39.438269930209	33.7173111221294	36.1357330953455	32.1041956185224	32.9722805935019	69.960959169279	24.8627316955893	14.7098092640453	19.3036195971737	24.7361105027548	15.6872386531344	71.839497771172	29.2807796605558	35.1451622815255	54.3392216915423	56.9998122923536	11.1768167805123	34.8714565057121	35.0497656278208	55.7230643172509	42.7817219016759	37.2533704819939	65.300892658626	32.898353979041	18.1740213440565	43.2061692570441	42.1620998108536	43.3167502727273	122.374747819352
Other glycan degradation	37.3924473459384	31.7425885936021	33.4384296967985	44.5151316619586	39.245254471393	35.2501440271748	37.7556338816739	9.13961339165132	10.6897114401526	11.1853427518519	24.2877227918171	26.8967233312448	14.3043067304527	13.9580086183395	9.65865174509804	13.2900249697363	11.4880947153996	9.80563914041995	15.4536470479303	11.7044910382514	34.2120554669261	37.6522186111111	46.8341260144928	30.6376850822063	35.4270359812109	29.7353175958092	18.5822000986247	28.0124599762329	42.6020432950192	16.6662599807182	10.9149124360865	24.8579062019231	32.8878513636364	18.0810762998304	45.4275278136497	35.8701847759362	13.5323081200761	39.9229406401327	43.9305039320668	15.4636931860037	37.3526482108626	39.024344714342	24.2506811213518	26.3233478617742	40.5024955394525	49.6835788888889	28.1348705514606	23.3415737828771	53.434696600065	44.477354557008	33.3274577843137	23.6073558412896
Other types of O-glycan biosynthesis	24.1326293677054	20.9654517067717	13.1726477083333	27.4919638493114	24.5794993182525	23.151994377412	20.3893273376623	7.49086403890424	8.9821405239628	8.01925768125	20.4735468456679	22.0454552568922	11.3690428364198	11.2816125232342	8.39455908578431	9.11227710197795	8.44997513304093	7.08901275590551	12.0032620782271	8.25009605418944	22.0024111952821	21.2087193315972	24.7955741485507	18.845770032319	17.5442479497216	19.109882204818	15.0383561224213	18.47026045306	25.3036324353448	9.91631107601229	6.85602157448378	11.2812859294872	14.5862798484848	12.0419387977099	25.3618936796358	21.2884382654236	8.23936406275469	27.5914154561567	27.436478472582	9.48550688766114	17.910900058573	21.4995914997045	16.6894449500768	17.5169919344054	19.9973193347424	25.1291812191637	15.0357576279689	18.2213859093196	25.7658226766569	25.6619474305556	21.1394950637255	11.4486968646222
Ovarian steroidogenesis	20.5189396191025	19.8121646744831	296.394366023264	20.1039924850449	19.0608474019608	19.1666106878352	17.8580000662083	10.829730491821	13.5395803475553	9.54220462222222	23.0917254187018	22.1786785588972	14.3830629099492	17.2048984517822	9.93707062668205	18.1755350423438	10.5359736904025	8.38926439092172	12.2741987226067	10.148889724633	19.3910953009842	18.6323722303922	20.1999966410912	14.645230404792	14.178264376356	16.3050451651827	12.2712445104426	15.8675543144245	19.6818529885057	13.0066986512696	10.0492525316675	9.23724668552036	13.1785857219251	12.2856187442	22.1413260891443	19.3923802220778	12.4305396658517	19.0726739695639	39.4697968891598	79.5205523908569	224.349898548518	16.5453939758031	17.8376839417487	17.9645591077651	16.8820463815478	16.0616089799674	12.9659493973117	13.150433707019	26.3389463908955	19.9777265115981	18.4523382226067	15.7906700151393
