Adipose Subcutaneous	Adipose Visceral Omentum	Adrenal Gland	Artery Aorta	Artery Coronary	Artery Tibial	Bladder	Brain Amygdala	Brain Anterior cingulate cortex BA24	Brain Caudate basal ganglia	Brain Cerebellar Hemisphere	Brain Cerebellum	Brain Cortex	Brain Frontal Cortex BA9	Brain Hippocampus	Brain Hypothalamus	Brain Nucleus accumbens basal ganglia	Brain Putamen basal ganglia	Brain Spinal cord cervical c-1	Brain Substantia nigra	Breast Mammary Tissue	Cells Cultured fibroblasts	Cells EBV-transformed lymphocytes	Cervix Ectocervix	Cervix Endocervix	Colon Sigmoid	Colon Transverse	Esophagus Gastroesophageal Junction	Esophagus Mucosa	Esophagus Muscularis	Fallopian Tube	Heart Atrial Appendage	Heart Left Ventricle	Kidney Cortex	Kidney Medulla	Liver	Lung	Minor Salivary Gland	Muscle Skeletal	Nerve Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin Not Sun Exposed Suprapubic	Skin Sun Exposed Lower leg	Small Intestine Terminal Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole Blood
Insulin resistance	0.0571530712726242	0.0732160241302763	0.0149504859822972	0.0222249480343464	0.0272383070815669	0.0213738420759138	0.0214591182517109	0.00371702441203688	0.00366917347653898	0.00415320112264886	0.0100787376426963	0.0094583541499564	0.00433397904355917	0.00441341714327845	0.0038594151357716	0.00451737563290927	0.00365903851097591	0.00361253933515286	0.00574943896374774	0.00472340529290605	0.0492399439428582	0.0166977552015282	0.0275873575074952	0.0218151614759259	0.0224627911797827	0.0219123561176181	0.0178110785849264	0.0209096281784142	0.0153552545984808	0.0201475032083022	0.033580758238774	0.0125233719795537	0.0119187813793413	0.0100077078612452	0.0118819302638102	0.00895044675344911	0.0417057007659616	0.0140008750754722	0.0102812726674306	0.029805371311352	0.0224475541786854	0.00579887151567718	0.0133217824374171	0.0194872237131984	0.0210768569365006	0.020497905588178	0.0198420262155307	0.0329743819930983	0.0167425071329872	0.00815880994384728	0.025993949942795	0.0233698645592183	0.0229829444681539	0.0251493783920764
Insulin signaling pathway	0.0268779057949844	0.0510085045709824	0.0118019708280868	0.0214393516406271	0.022487937192066	0.0205011087602105	0.0231457382959114	0.00481425518530834	0.00492406514692442	0.00569206396049518	0.0150211972763983	0.0155650669866067	0.00545276857512388	0.00564934144127789	0.00471914608437655	0.00629313023370528	0.00544878721862469	0.00469135030553975	0.00761971119836569	0.00611161738779843	0.0260571317135102	0.0149605275741492	0.0456394420130539	0.0228336382918447	0.0285421348767423	0.0211606077947021	0.0176523199625698	0.0215111789527398	0.0150461321815721	0.0198086290258511	0.0394083348701048	0.00793941639749326	0.00466225791797076	0.0150939013336073	0.0194319098421541	0.0131884122128485	0.0446631740287805	0.014197477219414	0.00552099271484817	0.0224028936168096	0.0229284875666202	0.00490801695154193	0.0241998538374754	0.0213350956742902	0.0176237952792647	0.0179886636948103	0.0262826403604252	0.0372806822309287	0.0207707736994451	0.0251694535551429	0.0221000252302811	0.0230378278577044	0.0213362631879094	0.0260528902499807
Integrin signaling	0.0220665535140442	0.0230399087871539	0.0101958709836907	0.0275202611067538	0.0271339474304632	0.0146257259877081	0.01511080471258	0.00367589043304431	0.00246863218525574	0.00356387498066625	0.00284181008654768	0.00278886701120351	0.00237431122116279	0.00244611668128605	0.00357402200069001	0.00460046165673365	0.00290555961498897	0.00274850495559094	0.0120279378165312	0.00649995737453043	0.011574645876711	0.0109526268578569	0.0681836199439496	0.0140829871966156	0.0151351450535623	0.0102907126462936	0.0114538640376203	0.00943902127640696	0.00942636476574239	0.00904438607546574	0.015263719580039	0.00618679671776319	0.00303945390031956	0.00768878929333299	0.00702068690458934	0.00626648843246436	0.0579973786166449	0.00956199072782111	0.00164135710422272	0.0138899769534288	0.00623117762535639	0.00262903656765968	0.00672695077960051	0.011142425742477	0.00632794167199998	0.00710322959187802	0.0315442677203757	0.121969956430929	0.00766877954595738	0.00406431934467306	0.0115380288510859	0.0128790401343765	0.0130028335460165	0.266822981946139
Intestinal immune network for IgA production	0.0247728616132282	0.0558323125423641	0.0171395554801386	0.0510119191505935	0.0376144973820663	0.0211850161191183	0.0193661607156969	0.0034596619524643	0.00237698087859401	0.00321877906677783	0.00129254144001448	0.00148951707654483	0.00242597692105361	0.00216484446130527	0.00295404075463852	0.00474653038736754	0.00247069137036609	0.0025750356236956	0.0100852841653591	0.00579527553777803	0.016009781823829	0.0208105450289297	0.103581263500028	0.0195009255174921	0.0208844834592612	0.0183829272891635	0.0160624139830479	0.0175326020467859	0.0146520240692992	0.0149072427352114	0.0263994018722956	0.0129420414840063	0.00404855640751597	0.00886619540567899	0.0102913690042366	0.0046536656385372	0.0407085089629716	0.00861260940967627	0.00166033377388302	0.0148030183318557	0.0119110994902836	0.00257233823316301	0.0220799815608422	0.0137555164831706	0.00922908842681146	0.0098177552735462	0.0223455456923524	0.0839078316338256	0.0114632692419796	0.021516516549921	0.012113767615548	0.0186837490079959	0.0198254181194611	0.0734907302882295
JAK-STAT signaling pathway	0.0278128191395296	0.0447435437578684	0.0136215185737446	0.0251495698684877	0.0247348146878562	0.0172176500644239	0.0196736928273946	0.00456829060531906	0.00418317668934094	0.00497019593171114	0.00543188842674438	0.00540910675318925	0.00456962872253896	0.00505841552344847	0.00468893426995415	0.00603203170005594	0.00474434669066984	0.00443749050439562	0.0116160883274062	0.00662141341431856	0.0226741803720113	0.0252313547330814	0.0873693694035397	0.0180830408745259	0.0180561172572706	0.0163193793882278	0.0178275570359685	0.0156021387349588	0.0144418791048353	0.014361798257271	0.0275932087132602	0.00945167929593787	0.0053159326044885	0.0119603613242558	0.0134117060415973	0.0107488726810056	0.0449266539186793	0.0147265719467737	0.00566014822300956	0.0240948747969128	0.0186165538887807	0.00515176691191472	0.0199315993120418	0.0167477294378218	0.0164149054800797	0.0160385213761608	0.0308409057684698	0.0684073278096337	0.0159943928516826	0.0139007668832147	0.0189057018962464	0.0147876874495909	0.0186680326641852	0.0624526670841688
Kaposi sarcoma-associated herpesvirus infection	0.0270294884297149	0.0307847298881193	0.0167030730516154	0.0262394629092306	0.0253793820878997	0.0251297580850568	0.0233434370571644	0.00428519757694791	0.00401732870699483	0.00507557489456933	0.0077653611904452	0.00799045177151156	0.00485294073224163	0.00499331673795211	0.00453670058516526	0.00502833849155857	0.00421916638045858	0.00439613860463318	0.00924695834085389	0.00568903467871857	0.0259304422224434	0.029874329089203	0.0572351821884352	0.022794722639477	0.0220729200363125	0.0194501752509454	0.0180791041837637	0.0188449375362288	0.0180482592799253	0.0184675282504695	0.0287944443011796	0.00992313370194689	0.00538155032798254	0.0103894814412366	0.0120538896731947	0.0102628523899477	0.042664183310219	0.0173326392523933	0.0101913078640215	0.0282153095061573	0.0250368519561231	0.00585045318327414	0.0135239196698493	0.0199769093440404	0.023466844146326	0.0220796659340473	0.0271778153224114	0.0413530679688924	0.0152281946189152	0.0137676643656281	0.025051903185538	0.0237781369488391	0.0242676354340751	0.046728705275706
Legionellosis	0.0231057196779429	0.0281143870661636	0.0125340837628122	0.0170596626815343	0.0205612763580399	0.0131710542155064	0.0197979509574029	0.00353775271872947	0.00255936506293902	0.00361194199014793	0.00456284650356589	0.00439320508090563	0.00271695375560319	0.00283613995869791	0.00368627196215724	0.00444095325018131	0.00296990512073504	0.00288385700036185	0.0110352381727885	0.00599463891415487	0.0176505215460243	0.0153967405634273	0.0375464256109882	0.0285592457910647	0.015427557538647	0.0131533385992727	0.0218187850441625	0.0127173575105139	0.0309844586753392	0.0121870389143364	0.019030527445112	0.00645925936479246	0.00345277595967942	0.0106960622354264	0.00983671719442562	0.00621534432044914	0.0515232417379021	0.015875908343478	0.00406913877414071	0.0229588584035506	0.0150669952721894	0.00485450118564027	0.00841275267058341	0.0158908296607181	0.0385550212371761	0.0385790255634025	0.0358703856315952	0.0773896591858301	0.0110869923656839	0.00503753368153077	0.0144271410688859	0.014210478170895	0.0319443538694083	0.143541822653358
Leishmaniasis	0.024017236645501	0.029398039341077	0.0134168789699674	0.02289262680036	0.0232031727755077	0.0143815242665522	0.016650197361227	0.00424451278241755	0.00346603155038669	0.00445610350291552	0.00409803384472751	0.00382055967261037	0.00356465599634458	0.0040714424310544	0.00429439807334285	0.00553488732616919	0.003910386079952	0.00369593867934968	0.012246171532165	0.0066230143151979	0.0167777461347685	0.0170513744253667	0.098727090732174	0.0148219108913331	0.0146517470338162	0.0127419805333331	0.0147101804437559	0.0123299745489349	0.0119676086772516	0.0118778485433652	0.0182182654882318	0.00823925962896705	0.00419703579196021	0.00902176645264306	0.00907532839327933	0.00604525126938754	0.0494313154058768	0.0130781184811105	0.00392906822811423	0.0206869455110879	0.0123381422297199	0.00425255325910677	0.0112335249017962	0.0134932813446193	0.0127809516073891	0.0128317699237271	0.0270656338440976	0.084361201835819	0.0102027286705747	0.00800850035731252	0.0159558556928419	0.0132773347393991	0.0154599262043856	0.183172966827628
Leukocyte transendothelial migration	0.0287946851100139	0.0266700974540367	0.0094038403897901	0.0171033055470963	0.0223914743232356	0.0118106407173025	0.0140640699585395	0.00419178567221879	0.00315208162682195	0.0042284049247101	0.00282750273222119	0.00273560532298728	0.00301983040483336	0.0033271609635474	0.00411605309001275	0.00526517762565869	0.00365992465370205	0.00337243313949816	0.0133312391685181	0.00700036243848127	0.0174810932153916	0.00618761894637279	0.0801901053891275	0.01101105601137	0.0117946604765121	0.0106379568215772	0.013458988363444	0.0108188997094876	0.00676620923765485	0.0107080492527055	0.0158345148705416	0.006202377128225	0.00395908469653782	0.0081391963446555	0.00731515183277814	0.00491967852146325	0.0621850960619908	0.0103578502457526	0.00247251694678697	0.0166283923650714	0.006730388862627	0.00305785961713416	0.00673166795174904	0.00963826998740516	0.00645457942704342	0.00739267572827056	0.0308493553371236	0.106792492275192	0.00812418115235485	0.00346781147590142	0.0159970914198509	0.0116527419273448	0.0106680857707222	0.264908627366609
Linoleic acid metabolism	0.00957722411287262	0.300239048800306	0.0137996064778144	0.00912155066801437	0.0159892257559304	0.0100558920631992	0.0403793724323388	0.00263169402425601	0.00269548951165138	0.00661819530492277	0.00165995365756852	0.0018264875434516	0.00424687663682417	0.00419972721409337	0.00379851112631749	0.00529782203097765	0.00697263330524346	0.00469234567228019	0.0076191703863992	0.00371089517645276	0.0135678408027523	0.00644891364854758	0.0111060446356795	0.0180725981064309	0.0186888009579245	0.0374786315964345	0.0196947099981132	0.00848977707852908	0.0169241390894539	0.00606727196552329	0.0347721626154213	0.0200236476290659	0.002404191368746	0.00902161914472771	0.0213857557773758	0.00100766931115626	0.0606216248617293	0.0125721605950341	0.000869953215608963	0.00911165341059813	0.0105822550875277	0.00281645884916346	0.0296005099138802	0.0159220884132213	0.0182027867897454	0.0175458994239676	0.0161422747659282	0.008514759290587	0.00952187034765438	0.0239326706796323	0.00738459060726915	0.0187345529073316	0.0220702862472987	0.0155681089670261
Lipid and atherosclerosis	0.0302896512350498	0.0348981616379941	0.013555410462015	0.0179489198339905	0.021146092071562	0.0152883026011	0.0197342536673569	0.00406853919959172	0.00360222659622272	0.00470681905499461	0.00591066950050286	0.00590384597059982	0.00419592526312131	0.00440356921944948	0.00416198223908834	0.00483020848659757	0.00408588562327594	0.00375621214029325	0.00986593324868869	0.00582938305647299	0.0259619731858687	0.0166840543047858	0.0497649530736041	0.0221825415865109	0.0174470857348358	0.014717234762143	0.0184653599904693	0.0137964432568483	0.0208042905755183	0.0137062275929361	0.0203657419429199	0.00837327124341882	0.00618381288142679	0.0105374071552282	0.0105379005542445	0.00890608370999173	0.045616756091084	0.0165228410157097	0.0146944992220217	0.0217891936383185	0.0169242844079749	0.00503578194388167	0.00989681447444016	0.0165976723701988	0.0236286266942063	0.023827951472058	0.0306375401905503	0.0726106654644288	0.0124136088615542	0.00919236783105876	0.0202168388880139	0.0171293365919046	0.0236055222004862	0.123043325983392
Long-term depression	0.0217898177716581	0.0235189501716523	0.0162906700028624	0.0208833935136691	0.0230880601964806	0.0198870513859691	0.0364812293967668	0.00630674162701249	0.00598285922299507	0.00538607687402102	0.00837543248089802	0.00801603987949037	0.0066346601305864	0.00697024211154294	0.00648944102892395	0.0074188481858054	0.00480785556329121	0.00458390974684721	0.0162300782757477	0.00826174969898361	0.018840340429241	0.016022858407205	0.0718781560466673	0.0218821358673886	0.0230802571189531	0.0271059136658264	0.0176843325812231	0.014812551279044	0.0149887172374475	0.0132063573316404	0.0290067309042085	0.00933358645054323	0.00404401160167738	0.0111344688022544	0.0208355509731891	0.00519133976317387	0.0394910131871167	0.0193880622481048	0.00213193464682156	0.0189745363630134	0.0152670013178348	0.00484374312724991	0.0123886231929481	0.0192005842007438	0.0143370566842985	0.0151424402403282	0.0224021788572471	0.0518141027592855	0.012494673233733	0.0091048345946464	0.0188251142506249	0.0234152491543689	0.0241267137468949	0.100201722469853
Longevity regulating pathway	0.0270309200693728	0.0338668427641852	0.0193017342924559	0.017911122436089	0.0185338854845786	0.0224596022830807	0.0269704406202055	0.00448007446212222	0.0051356177237027	0.00581760651408889	0.00795631004019816	0.00744742657867114	0.00493175050884889	0.00676380697168242	0.00453711893397521	0.00580761399727871	0.00485332191271921	0.00430651009103884	0.00713784449945424	0.00600444864452895	0.0244566234442216	0.0283817502645075	0.0455740604358944	0.0220203965150022	0.0224489895201539	0.0210937782365764	0.0175792204786528	0.0185087423654987	0.0176633285019053	0.0200018887261514	0.022788858805324	0.0106043955644877	0.00743691261056028	0.0179441714272504	0.0182193305777501	0.0202876819528859	0.0364558872297239	0.0296515879700974	0.0938010345512284	0.0219683623763058	0.0178267334338899	0.00910699778377213	0.00902429587104681	0.0228463245186036	0.0182453835728143	0.0192760187465836	0.0178222242557156	0.0176157716172043	0.0144826219097762	0.00691505970638286	0.0191040136302962	0.0221001523094524	0.0226830788450345	0.0248103234169722
Longevity regulating pathway - multiple species	0.0282437517688494	0.0390873548725578	0.0236690878952007	0.0123039850521993	0.0139508023533049	0.0189667699792247	0.0259206084816094	0.00585544842713825	0.00726258917886558	0.0077508717522692	0.00549909134173014	0.00422056506756698	0.00567143648430707	0.009473320265187	0.00555159353789353	0.0078172203053745	0.00624898358327768	0.00522075065129102	0.00783091914974142	0.00759582564483762	0.0249558794355191	0.028094577479346	0.00215001426955543	0.0147193438228145	0.014470109764553	0.0204339785132205	0.0148369760724636	0.0169530147720038	0.0135665645043458	0.0199523298229772	0.0166818907923671	0.0115145714011382	0.00963496803612034	0.0254109708367742	0.0221608196267673	0.0328850868781129	0.039124479347747	0.039959891758637	0.176976137609319	0.0165470863069344	0.00974305239308093	0.0109279907896209	0.00806023518082502	0.0231928514638794	0.0116455932736641	0.0121246949757936	0.0128155759875951	0.00801046741352423	0.0136613082880798	0.0032966370821142	0.0139511754735598	0.0153786477781853	0.0186227766001189	0.0293993264568163
Lysosome	0.0204697165222173	0.0248344123022401	0.0118289584715947	0.0135224494074205	0.0187794807299437	0.00669058992078913	0.00825896662717347	0.00294002776892587	0.00220386058603454	0.00296496907779994	0.00123682114432559	0.00151459296804437	0.0033857491526502	0.0025734345580201	0.00350744939165138	0.00465744478287023	0.00225969939779602	0.00281422109336912	0.0164571820195753	0.00745219399591022	0.00896586619799925	0.000163323293757805	0.000435069873564919	0.0049266217925242	0.0051456429464897	0.00702426297165482	0.00508287029438316	0.00603931994550496	0.00328528619992313	0.00572375089890392	0.0127400295805724	0.00770865670936561	0.00293154125187074	0.00417190723288796	0.00226046903432431	0.00429154537860423	0.169033826474175	0.00617073951648364	0.00139426460361988	0.0138744410044205	0.00360412498286897	0.00235671251183278	0.0063055705144831	0.00620704244934155	0.00192017149296981	0.00237757500567872	0.00447713992745023	0.124455399777272	0.00525274086419001	0.00221462731894592	0.00659611426978114	0.00434286379325423	0.0056437269960171	0.394524534976533
MAPK signaling pathway	0.025605157025602	0.0268419430492376	0.0175313883719433	0.0346274720585421	0.0288707956873717	0.0300234264876226	0.0275863709527017	0.00410338358556652	0.00381538272950672	0.00504021592775739	0.00640098454665854	0.00705720845136892	0.00485587702747592	0.00484548010568974	0.00421114997864606	0.00471799802261491	0.00396166878875219	0.00424584473100502	0.00782350280904013	0.00528483463899408	0.0226416909853762	0.0253872127160107	0.0369253312311829	0.0262153841064398	0.026966764473382	0.0200559661940699	0.0177469454497589	0.0174526965622765	0.0177829145266165	0.0162960513727638	0.0300788199864948	0.00920373844768512	0.00506945392360078	0.0140316346497272	0.0168638081604392	0.0107357204035447	0.0407485345890486	0.0163776966070042	0.0119063943342525	0.0252423966194227	0.0233502486044503	0.0052890752728112	0.0122482347096131	0.0227031192279648	0.0227752602343436	0.0221769129836829	0.0226421716448907	0.0509063025029271	0.0145666786237978	0.0144466253244084	0.024185420451539	0.02924347647045	0.026398105893395	0.0438891277405323
Malaria	0.0565036975194575	0.0618922063933411	0.00891431576546131	0.0269967590561216	0.028741623901406	0.0159152248730731	0.0163845996708523	0.00325199556078052	0.00261733785792427	0.0035951165150493	0.00360785474597305	0.00429102284490788	0.00291472935878425	0.0027366630881249	0.00313661935131631	0.00409328638482435	0.00310825634681665	0.00283107760949812	0.00874139885874462	0.00511225914131398	0.0402678241275868	0.0152884494186848	0.0525580110971706	0.0245767699586906	0.0153972043023115	0.0126051445546842	0.0156855395903045	0.0140644078102376	0.0211143869454369	0.0127620176801287	0.0180646542008306	0.0111565867289059	0.0101643036388752	0.00898571883863386	0.00861416385126565	0.00558263973312222	0.0487181765637048	0.0104218662318053	0.00509083644927471	0.0206314255309771	0.0109445453325779	0.00280977480628864	0.00977167568723937	0.0107174356578972	0.0225714537421598	0.024587200447523	0.0247597408477058	0.0787051421880599	0.00918029252178991	0.00755321925624172	0.0180747796135533	0.0156436093441642	0.0271626032990398	0.100382355159357
Measles	0.0239544589173393	0.0268021281351734	0.0181829726009468	0.0203688918603363	0.0214251477657623	0.0188165491969196	0.0224816593732342	0.00388894924682655	0.00377315614197381	0.0047754367740526	0.00756009875713022	0.00799280886725935	0.00475896295715007	0.00497959563531079	0.00400168802151185	0.00476661715862789	0.00399711954807238	0.00407493587532123	0.00768398071139095	0.00494738160306919	0.021170279285736	0.0309969957038006	0.07131986299648	0.0242192378046953	0.0226092032946646	0.0164351856237659	0.0182320059837917	0.0161123477598249	0.0176940463395281	0.0165016553092295	0.026512015435782	0.00839229501775969	0.00433477717314299	0.0115421041615009	0.0123112676391278	0.0111219163417445	0.0486670603014199	0.0159412439581653	0.00629918674338112	0.0236441866109312	0.0306768620909922	0.00577398716657905	0.012484059495548	0.0208130446470429	0.0234630929682853	0.0215087916108292	0.0304607691581494	0.0681762331423518	0.0142752244344123	0.0101509747021619	0.0231474888919935	0.0237570053254389	0.0230632848690905	0.0489597688652443
Melanogenesis	0.0313870785301026	0.0265667658704739	0.0123526763659036	0.0348388421885645	0.0296402975639326	0.0319252819072128	0.0218401852452136	0.0108893939258461	0.00987754082434225	0.00924141067179238	0.00681428236358808	0.00768542730736201	0.0105881937962148	0.0104864718600027	0.00965683393273009	0.0125478416200074	0.0096885755670993	0.00825772769267995	0.0247992305792417	0.0129202457882938	0.0244791972160568	0.0307150502080709	0.0270953262418666	0.0221094781959762	0.0271521764824852	0.0230917743301412	0.0147374396554806	0.0228369605948161	0.0102076926680316	0.0222795149722769	0.0269425662808495	0.00928396446402594	0.00692345577261345	0.0090839686585122	0.0120510932499714	0.0067190314946386	0.0387788724017866	0.00969396118571215	0.00409090700369427	0.031915822575774	0.0220221902214821	0.0029028557613079	0.0186893418594158	0.017599904722883	0.0106294250468556	0.0120149525776535	0.0161442427679627	0.032110698425011	0.0101914635803261	0.0125446293943334	0.0206060205901347	0.0273122250949164	0.0204930331944087	0.0645464595099252
Melanoma	0.0364430420600116	0.0376915144576429	0.0101641542452997	0.0575414178949288	0.0391148053710437	0.0530597658300791	0.021232218594689	0.00611349180919556	0.00643115029683055	0.0068785244085469	0.0121323087194313	0.00967981794270688	0.0062418606032382	0.00766849808009156	0.00565256543751784	0.00743195838427984	0.00617148907137703	0.00610231905325069	0.00669914632943586	0.0071779754654333	0.0282794798605666	0.0346376093555668	0.0286752485007409	0.0255031486541287	0.0259616541996188	0.0148396368916045	0.0137960213951446	0.0155618803109858	0.0167397359757912	0.014766735874112	0.0288228609019198	0.00965194179716717	0.00760756587002126	0.0164708070116543	0.015331525804478	0.0108782550598289	0.0297234156032978	0.0109908870362245	0.0223791398926921	0.0288329612399142	0.0274942451234018	0.00541577204494095	0.0131825391685301	0.0155757491495029	0.0217024559617251	0.0217339834309233	0.0148679632177481	0.0142435986055481	0.0139913971035701	0.0104758624435995	0.0209166329895224	0.0257402396177791	0.0252859785727109	0.0202950472800093
Metabolic pathways	0.0170259563072346	0.119984476807699	0.011935149224104	0.0141089583797299	0.0182001297906408	0.0116851320627274	0.0299766555073994	0.0039345877480938	0.00388305441145162	0.00536707651327717	0.0110846060234293	0.0100964702615133	0.00446734968083762	0.00471964639907288	0.00425094421078661	0.00641736440088792	0.00522073615672789	0.00426466164192057	0.00956172448493562	0.00614442044102911	0.0160853154262071	0.0148015662626175	0.0386679740788893	0.0184583710643845	0.0174633402204597	0.019596972532664	0.01472062308516	0.00989287271972216	0.0131823968276898	0.0088078024772466	0.0231842885643536	0.0103975824745768	0.00299086765623602	0.0112487669631482	0.0135359763436588	0.00602800096579169	0.0576806522638739	0.0143493093089672	0.00567922257479777	0.0174217398841622	0.0172928326486524	0.00419273182076888	0.0153558078300257	0.0148572698050775	0.0147104486048567	0.0165427171315864	0.0293467778961476	0.0947716162483094	0.00890976122915782	0.0134508494157622	0.010973234067137	0.0164239405821381	0.018406346283661	0.0882429242886146
MicroRNAs in cancer	0.0229568484610236	0.0307224255501712	0.0559255305071626	0.0233366192543224	0.0200762265029918	0.0206924715419805	0.0203912969748726	0.00546008192378724	0.00556716042694501	0.0067807513150444	0.0132091302185391	0.0125675956152071	0.00611127773558611	0.00644216179400623	0.00634703314505833	0.00722526074078123	0.00558815535707355	0.00645080701997323	0.0101013095758296	0.00845414785002481	0.0218696616733495	0.0267713282906992	0.042631937398322	0.0261502994572982	0.027226215320233	0.014576038452189	0.0162775057365847	0.0154369905639984	0.0166084409816198	0.0142194969213523	0.026266609783289	0.00678056370602377	0.0048986420127086	0.0156930553042387	0.0184517459907749	0.0147579364362402	0.0322910316682686	0.0121173791324297	0.0103541538514322	0.0225310675605156	0.029000180132428	0.00517386202775054	0.0168080676710149	0.0189092986357119	0.0197690590959723	0.0218713828627293	0.0294359876283156	0.064920999862651	0.0129316918526408	0.0135663544413473	0.0188325878115088	0.0242118050014503	0.0230318789564705	0.0212204522680608
Mineral absorption	0.0178213795555928	0.0481347888800921	0.017696805571726	0.018176075444577	0.0121101717915036	0.00604582371549923	0.0115957107946003	0.00296317199899868	0.00308701047183579	0.00409280783858156	0.000937384116631263	0.000906737376764625	0.00217038588484012	0.00290159037148104	0.00308429211412454	0.00346073816569587	0.00340108234894068	0.00380064541340989	0.00948699632850448	0.00677731672225218	0.00899636494504932	0.0582034294826042	0.0111268946350764	0.0153691032426641	0.00451069050167178	0.00870933621264085	0.01099990356538	0.00722843091827911	0.0143313121271554	0.0065174592309983	0.0106521331049994	0.00462464190539365	0.00203420639333158	0.0243867001607852	0.0167181607747927	0.0196212565782366	0.0621731774779611	0.00575131345522542	0.0214526975278205	0.00651078893139831	0.0504782968075706	0.00113399506527482	0.00503837029901338	0.00343371429289189	0.0213338878705901	0.0322790586592424	0.0142302431762471	0.282053020174935	0.00741888505915162	0.00865689207348771	0.00668335696467748	0.00558013191378283	0.0130277335172561	0.0500834980487639
Morphine addiction	0.0313870785301026	0.0265667658704739	0.0123526763659036	0.0348388421885645	0.0296402975639326	0.0319252819072128	0.0218401852452136	0.0108893939258461	0.00987754082434225	0.00924141067179238	0.00681428236358808	0.00768542730736201	0.0105881937962148	0.0104864718600027	0.00965683393273009	0.0125478416200074	0.0096885755670993	0.00825772769267995	0.0247992305792417	0.0129202457882938	0.0244791972160568	0.0307150502080709	0.0270953262418666	0.0221094781959762	0.0271521764824852	0.0230917743301412	0.0147374396554806	0.0228369605948161	0.0102076926680316	0.0222795149722769	0.0269425662808495	0.00928396446402594	0.00692345577261345	0.0090839686585122	0.0120510932499714	0.0067190314946386	0.0387788724017866	0.00969396118571215	0.00409090700369427	0.031915822575774	0.0220221902214821	0.0029028557613079	0.0186893418594158	0.017599904722883	0.0106294250468556	0.0120149525776535	0.0161442427679627	0.032110698425011	0.0101914635803261	0.0125446293943334	0.0206060205901347	0.0273122250949164	0.0204930331944087	0.0645464595099252
NF-kappa B signaling pathway	0.0268060373606405	0.0272823334655384	0.0152886274788468	0.0276830085549679	0.0238503633269301	0.0246585482777133	0.0209351187579416	0.00492863798466802	0.00484342589761452	0.00574861271878563	0.00921461189908965	0.00927085370342134	0.00563417549289782	0.00617123486363418	0.00504451044172783	0.00609364071479027	0.00515331317550552	0.00507841813268213	0.00919774425344594	0.00654563141325581	0.022643303832052	0.0187927583147525	0.0861514274932136	0.019482611248854	0.0212408369608414	0.0170309442561557	0.0161901488975492	0.0170089212325472	0.0154238636725393	0.0170224846589319	0.0239774151082414	0.00837401684917535	0.00501798688243766	0.0122769383076023	0.0127007735286447	0.00991225672242216	0.0430014646929337	0.0172585383819	0.0119229401501915	0.0254937019623621	0.0250761555991658	0.00598507448954481	0.0126856097044396	0.0194122673248251	0.0231712211063943	0.0223191809207824	0.0274221029795039	0.0504316329922918	0.0137766965624335	0.0104918549776159	0.0229030403166502	0.0234357277859577	0.0209206593512943	0.0516165948216558
NOD-like receptor signaling pathway	0.0215534637289354	0.0262232121557378	0.012428633688375	0.0188562231513005	0.0193458025743891	0.0134271443720012	0.0188924709286646	0.00410058324200835	0.00368184294798425	0.00417363433200128	0.00583466831168666	0.00600512206787739	0.00449191727034181	0.00460277817898996	0.00423952686325856	0.00524021949191299	0.00399635903331281	0.00350368508500502	0.0104204046479001	0.0060165718974139	0.0168519514133401	0.0186190480719219	0.054408087408065	0.0267459503951842	0.0154145246324061	0.0134386496705149	0.0186991998048563	0.0124923267978767	0.0254514992272505	0.012437632748777	0.0198561832758865	0.00691213600527953	0.00353740253818413	0.0105381653393022	0.01007293863828	0.00701852737695385	0.0504368840849391	0.0159168994139701	0.00453587223665193	0.0216327888041084	0.017504678950415	0.00475373304209857	0.00960662323745061	0.0160901524118219	0.0324866309748122	0.0328298942898182	0.0320010581875811	0.0722442734884997	0.0111122242213792	0.00814821309936587	0.0166066151188598	0.0147408918149771	0.0293810061069749	0.1404430732031
Natural killer cell mediated cytotoxicity	0.021836360813387	0.0240339291366093	0.013108832689538	0.017265267248838	0.0217059522886288	0.0127955226785259	0.016460066210992	0.00425021595855027	0.00345388941250484	0.00565750960104611	0.00287550606674769	0.0027795137755247	0.00364283114016047	0.00409069145995062	0.00439751674150566	0.00489652376954409	0.0044111964948899	0.0045261665060424	0.0116044090378128	0.00595191174297548	0.0202672183955693	0.0126300950775386	0.0795744845475716	0.0188048063519404	0.0179913087522861	0.0124247373883968	0.0165751327108593	0.0110596733498348	0.0120742892493767	0.0111434240924529	0.0195164797518704	0.00777833992984754	0.0041222574870093	0.00869868406760834	0.00840199851192824	0.00974743880726148	0.052947390615133	0.0150659821019282	0.00375610152755151	0.0214078661142083	0.0163545487288822	0.00420512741564724	0.0105140622466563	0.0172570477672966	0.0140809334832127	0.0130564694697673	0.0370069292605573	0.116775128329933	0.0123770001449638	0.00707568715751258	0.0217641223253278	0.0167240814530291	0.0176492961229965	0.141428044490271
