Adipose Subcutaneous	Adipose Visceral Omentum	Adrenal Gland	Artery Aorta	Artery Coronary	Artery Tibial	Bladder	Brain Amygdala	Brain Anterior cingulate cortex BA24	Brain Caudate basal ganglia	Brain Cerebellar Hemisphere	Brain Cerebellum	Brain Cortex	Brain Frontal Cortex BA9	Brain Hippocampus	Brain Hypothalamus	Brain Nucleus accumbens basal ganglia	Brain Putamen basal ganglia	Brain Spinal cord cervical c-1	Brain Substantia nigra	Breast Mammary Tissue	Cells Cultured fibroblasts	Cells EBV-transformed lymphocytes	Cervix Ectocervix	Cervix Endocervix	Colon Sigmoid	Colon Transverse	Esophagus Gastroesophageal Junction	Esophagus Mucosa	Esophagus Muscularis	Fallopian Tube	Heart Atrial Appendage	Heart Left Ventricle	Kidney Cortex	Kidney Medulla	Liver	Lung	Minor Salivary Gland	Muscle Skeletal	Nerve Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin Not Sun Exposed Suprapubic	Skin Sun Exposed Lower leg	Small Intestine Terminal Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole Blood
Focal adhesion	0.032817972544866	0.0337090035421668	0.0129724688041294	0.025094422896417	0.0299092801428696	0.0295451008956373	0.0190624277020513	0.00727736130587993	0.00886836917186775	0.00696512266521308	0.032530979876023	0.0241718327475843	0.00784510102348125	0.0107272125914314	0.00664314104275075	0.00917082995604558	0.00744987372179225	0.00627578694669799	0.00659517961227321	0.007092333507182	0.0281595141358316	0.0171891644493126	0.0414876706757469	0.0365292247549633	0.0383382939249041	0.0190065303518234	0.0153696948747785	0.0184759517039256	0.0130336110783748	0.017050845673964	0.0300468489520741	0.00877066792093793	0.00564156370419735	0.00939448808448621	0.00978521935032673	0.00825925382869054	0.0234630966616132	0.00978693609519323	0.00719121660593226	0.0341808342190076	0.0233711860762483	0.00709234705592281	0.0131141442060482	0.0204007945775845	0.0145983766123135	0.0152860250930822	0.0159078019143462	0.0261417591996963	0.012372649048138	0.014706386589342	0.0225764758473878	0.032166801105131	0.0291067407387112	0.0372740841936042
FoxO signaling pathway	0.0273883857978748	0.0374786975975915	0.014068584226328	0.0401683424213759	0.0301636417382189	0.0301139013681082	0.0213422278472134	0.00470614791578342	0.00457123643888465	0.00568041866092866	0.00810232002800858	0.0073197260728641	0.00458433142404261	0.00539916857426255	0.00444235292378493	0.00602484956300979	0.00468191294871921	0.00459286044018832	0.00834369431664486	0.00633908995486026	0.0221953905847975	0.0237541071316638	0.0408761253747577	0.0237221351668972	0.0227263542001346	0.0156795913107173	0.0156059701301091	0.0153841540600805	0.0161466630674102	0.0148934511714988	0.025977349870982	0.00965696011593476	0.00597499588819274	0.0144771978807557	0.0142362519388769	0.0126755687449677	0.0397327525688476	0.0153007947388815	0.0324656912203289	0.0212078112770998	0.0180578099670627	0.00539073400909459	0.0150660831633377	0.0186115216869934	0.0156072974559314	0.0158532553949022	0.02170498895194	0.0690350575592145	0.0140417410162536	0.0120426235946667	0.0199207095791306	0.0218413646694699	0.0227015156410786	0.0519240906092969
GABAergic synapse	0.0313870785301026	0.0265667658704739	0.0123526763659036	0.0348388421885645	0.0296402975639326	0.0319252819072128	0.0218401852452136	0.0108893939258461	0.00987754082434225	0.00924141067179238	0.00681428236358808	0.00768542730736201	0.0105881937962148	0.0104864718600027	0.00965683393273009	0.0125478416200074	0.0096885755670993	0.00825772769267995	0.0247992305792417	0.0129202457882938	0.0244791972160568	0.0307150502080709	0.0270953262418666	0.0221094781959762	0.0271521764824852	0.0230917743301412	0.0147374396554806	0.0228369605948161	0.0102076926680316	0.0222795149722769	0.0269425662808495	0.00928396446402594	0.00692345577261345	0.0090839686585122	0.0120510932499714	0.0067190314946386	0.0387788724017866	0.00969396118571215	0.00409090700369427	0.031915822575774	0.0220221902214821	0.0029028557613079	0.0186893418594158	0.017599904722883	0.0106294250468556	0.0120149525776535	0.0161442427679627	0.032110698425011	0.0101914635803261	0.0125446293943334	0.0206060205901347	0.0273122250949164	0.0204930331944087	0.0645464595099252
Gap junction	0.0313870785301026	0.0265667658704739	0.0123526763659036	0.0348388421885645	0.0296402975639326	0.0319252819072128	0.0218401852452136	0.0108893939258461	0.00987754082434225	0.00924141067179238	0.00681428236358808	0.00768542730736201	0.0105881937962148	0.0104864718600027	0.00965683393273009	0.0125478416200074	0.0096885755670993	0.00825772769267995	0.0247992305792417	0.0129202457882938	0.0244791972160568	0.0307150502080709	0.0270953262418666	0.0221094781959762	0.0271521764824852	0.0230917743301412	0.0147374396554806	0.0228369605948161	0.0102076926680316	0.0222795149722769	0.0269425662808495	0.00928396446402594	0.00692345577261345	0.0090839686585122	0.0120510932499714	0.0067190314946386	0.0387788724017866	0.00969396118571215	0.00409090700369427	0.031915822575774	0.0220221902214821	0.0029028557613079	0.0186893418594158	0.017599904722883	0.0106294250468556	0.0120149525776535	0.0161442427679627	0.032110698425011	0.0101914635803261	0.0125446293943334	0.0206060205901347	0.0273122250949164	0.0204930331944087	0.0645464595099252
Gastric acid secretion	0.0313870785301026	0.0265667658704739	0.0123526763659036	0.0348388421885645	0.0296402975639326	0.0319252819072128	0.0218401852452136	0.0108893939258461	0.00987754082434225	0.00924141067179238	0.00681428236358808	0.00768542730736201	0.0105881937962148	0.0104864718600027	0.00965683393273009	0.0125478416200074	0.0096885755670993	0.00825772769267995	0.0247992305792417	0.0129202457882938	0.0244791972160568	0.0307150502080709	0.0270953262418666	0.0221094781959762	0.0271521764824852	0.0230917743301412	0.0147374396554806	0.0228369605948161	0.0102076926680316	0.0222795149722769	0.0269425662808495	0.00928396446402594	0.00692345577261345	0.0090839686585122	0.0120510932499714	0.0067190314946386	0.0387788724017866	0.00969396118571215	0.00409090700369427	0.031915822575774	0.0220221902214821	0.0029028557613079	0.0186893418594158	0.017599904722883	0.0106294250468556	0.0120149525776535	0.0161442427679627	0.032110698425011	0.0101914635803261	0.0125446293943334	0.0206060205901347	0.0273122250949164	0.0204930331944087	0.0645464595099252
Gastric cancer	0.0262813592140633	0.0279786343637863	0.0840454885299103	0.0532273166428423	0.0336079856303915	0.0421036314346681	0.0192303937744193	0.00741325507505915	0.00705943508023364	0.0094645744526911	0.00399585958910439	0.00446201472282653	0.00771546622856166	0.00800367892138763	0.00858477664347591	0.00983286325713769	0.00696851748154158	0.00907073034264094	0.0127786614222331	0.011537371226796	0.0225371813658826	0.03208293063099	0.0236606979728644	0.0205915613727758	0.0243920750173825	0.0124834727994031	0.0148517013628988	0.013145321213772	0.0162339859444973	0.0120714926599897	0.0255943110727429	0.00788899115701675	0.00622641835926143	0.0172675886192842	0.0186319289160476	0.0114020203042826	0.0286779639772172	0.00922431861486108	0.0156538515477144	0.0232498689390634	0.0198867271663723	0.00353585816327663	0.0103445707102363	0.0153942017784322	0.016639464048032	0.0170691770108582	0.0304017905041365	0.0192983997021109	0.0107941976221648	0.00698099728985394	0.0167496777146394	0.0279976856730308	0.0218829692506279	0.0337945874845098
Glioma	0.0364430420600116	0.0376915144576429	0.0101641542452997	0.0575414178949288	0.0391148053710437	0.0530597658300791	0.021232218594689	0.00611349180919556	0.00643115029683055	0.0068785244085469	0.0121323087194313	0.00967981794270688	0.0062418606032382	0.00766849808009156	0.00565256543751784	0.00743195838427984	0.00617148907137703	0.00610231905325069	0.00669914632943586	0.0071779754654333	0.0282794798605666	0.0346376093555668	0.0286752485007409	0.0255031486541287	0.0259616541996188	0.0148396368916045	0.0137960213951446	0.0155618803109858	0.0167397359757912	0.014766735874112	0.0288228609019198	0.00965194179716717	0.00760756587002126	0.0164708070116543	0.015331525804478	0.0108782550598289	0.0297234156032978	0.0109908870362245	0.0223791398926921	0.0288329612399142	0.0274942451234018	0.00541577204494095	0.0131825391685301	0.0155757491495029	0.0217024559617251	0.0217339834309233	0.0148679632177481	0.0142435986055481	0.0139913971035701	0.0104758624435995	0.0209166329895224	0.0257402396177791	0.0252859785727109	0.0202950472800093
Glutamatergic synapse	0.0250287373988319	0.0269022533632882	0.0198302793839742	0.0252857966899993	0.027643800053819	0.025681174377287	0.048971182948431	0.00756233699391617	0.00672483802106235	0.00669744123900238	0.00447729640237977	0.00503248584356817	0.00775363727461407	0.00796298100665597	0.00760295331184337	0.00939063857073787	0.00603362244541631	0.00559249933839993	0.0194290664992869	0.0098254203418868	0.0207539989085345	0.0217424396930674	0.0244560081957527	0.0281126706693247	0.030285048188703	0.036745092180484	0.0214220353004641	0.0189207309727781	0.0171763898082856	0.0163837678411238	0.0373937748949359	0.011864407110155	0.00483818428715731	0.013427234097379	0.0272992807614699	0.004106695355695	0.0330438998654406	0.0167313494900638	0.00263533636983923	0.0245662283355805	0.0202149634335862	0.00418145646727487	0.0141093893895427	0.0234232380024697	0.0188751030548625	0.0198078897668825	0.0185878894970098	0.0231147812057759	0.0136011688628631	0.0118226305113804	0.0173470253627043	0.031908281596062	0.0310807600809843	0.036592408937967
Glycerophospholipid metabolism	0.0186703962675612	0.0272377408561025	0.0273078824020449	0.0157327511914341	0.0256473025437055	0.0194370668473612	0.0761021806516485	0.00423528006198628	0.00357213521778244	0.00415347180621237	0.00214031044117145	0.00237954437977433	0.00491908075301335	0.00543949015330928	0.00554907269095666	0.0062334355214683	0.00237866932373331	0.0029272709841199	0.0140589024193322	0.00673059489547982	0.0170288006010123	0.0127698291780639	0.0218166901496387	0.0341158631426733	0.0334179198949209	0.0503984100308267	0.0281066309454476	0.0150045013507401	0.0241450869485396	0.0104880207099707	0.0478449835090223	0.014444849756284	0.00275291280170118	0.0177704995362458	0.0425474682729685	0.00149435921675139	0.0273089273290947	0.0237687377944154	0.00117976573598418	0.0172166340953871	0.0184077366456903	0.00546005717324185	0.00952943691966954	0.0292465712820564	0.0271207810628694	0.0276008269561115	0.0210315362260569	0.0141188639865409	0.0170108741454001	0.0111006316284273	0.0140880301352739	0.0365043380972076	0.0416684869675599	0.00863835836600872
GnRH signaling pathway	0.0186703962675612	0.0272377408561025	0.0273078824020449	0.0157327511914341	0.0256473025437055	0.0194370668473612	0.0761021806516485	0.00423528006198628	0.00357213521778244	0.00415347180621237	0.00214031044117145	0.00237954437977433	0.00491908075301335	0.00543949015330928	0.00554907269095666	0.0062334355214683	0.00237866932373331	0.0029272709841199	0.0140589024193322	0.00673059489547982	0.0170288006010123	0.0127698291780639	0.0218166901496387	0.0341158631426733	0.0334179198949209	0.0503984100308267	0.0281066309454476	0.0150045013507401	0.0241450869485396	0.0104880207099707	0.0478449835090223	0.014444849756284	0.00275291280170118	0.0177704995362458	0.0425474682729685	0.00149435921675139	0.0273089273290947	0.0237687377944154	0.00117976573598418	0.0172166340953871	0.0184077366456903	0.00546005717324185	0.00952943691966954	0.0292465712820564	0.0271207810628694	0.0276008269561115	0.0210315362260569	0.0141188639865409	0.0170108741454001	0.0111006316284273	0.0140880301352739	0.0365043380972076	0.0416684869675599	0.00863835836600872
Graft-versus-host disease	0.0130069060690455	0.0222648935615217	0.0214473093911815	0.0174075995106685	0.0235721367903225	0.0149264241391681	0.0169500673117561	0.0033090063846545	0.00254773795284956	0.00555590027825487	0.00106688091791808	0.00131090297634186	0.00286350887684362	0.00300318167327472	0.00285969216830604	0.00289525827386008	0.00342702689339016	0.00390171980451842	0.00696560446722922	0.00366389819574177	0.0140955244654673	0.0263131588100149	0.049083919786072	0.0305604418127976	0.024976503504261	0.00987896682507399	0.0182183406724741	0.00991026060041524	0.0142249928307862	0.010095256910442	0.0276880752311743	0.00662363688793249	0.00336502680367611	0.0108980103782425	0.00805939101439455	0.0139528125676464	0.0681330174282553	0.0112288361463924	0.00165824808667977	0.0152682464690302	0.0310137142106654	0.00286664565304039	0.00941877957963042	0.0204683647814397	0.0119450804829795	0.00881458752019273	0.031235771519595	0.154726191956991	0.0123760961915239	0.00623917720031854	0.0234513013959276	0.0256052986268957	0.0231530670452961	0.0915076009674284
Growth hormone synthesis, secretion and action	0.0277047937015433	0.0517499700326293	0.0118073579257762	0.023390392102828	0.0224511275071536	0.0170196269426516	0.0224615846398566	0.00557611837627519	0.0052814149463927	0.00556510563873816	0.0086891068056535	0.00889891969597439	0.00582351124589695	0.00635346137184925	0.00521804632605957	0.00762391224550649	0.00535539794547393	0.00505776792625651	0.0113276335648407	0.00741490173737957	0.0242977840995814	0.0342968659598457	0.0822042084317275	0.021352362559834	0.0259115354899921	0.0209723922538619	0.0165348371144088	0.0196672213041014	0.0116388523227023	0.0182726067250957	0.0352145261259488	0.00867714826586817	0.00544796974993314	0.0164071055661916	0.0196304915005434	0.0144498446029301	0.0465926130551303	0.0120092119812596	0.00449624302681384	0.0208296266258898	0.0224685101816502	0.0040249464619303	0.0254913300928815	0.0179662994756184	0.0138572368355974	0.0143136674286501	0.0227452034085008	0.0337238391687348	0.0187410583035467	0.013672902155523	0.0194127966734974	0.0186350437845644	0.0183531891500552	0.0329203794388547
HIF-1 signaling pathway	0.0295071033850054	0.0369120306196115	0.01583764110735	0.0279779554784299	0.0247765488303321	0.022607409330675	0.0200382143692409	0.005043745207121	0.00460032747616231	0.00559880601422808	0.00510591266307087	0.00490722298253286	0.00469872854844482	0.00533839676020061	0.00529379217541033	0.0062887134356973	0.00515438924824602	0.00471104408963315	0.0143668726806351	0.00770841251646508	0.0223056938807203	0.0323344251946367	0.0450429549697476	0.019905945841207	0.0167451491248765	0.0149064952035687	0.0160384889939852	0.0143420813959716	0.0175397906865535	0.0140571223080315	0.0224307096979002	0.0100254736908198	0.00617091848718801	0.0118085658684158	0.0117084343115171	0.0102194789818654	0.0504196287414501	0.0153846367393478	0.011260159685359	0.0268335911308787	0.0264547414755187	0.00502243243588955	0.0115533519020907	0.0156567158721872	0.020867967403049	0.0221810024173246	0.025003277781516	0.087175869733063	0.0120258334605762	0.00947310988286544	0.0183713321769046	0.0166706958491304	0.0209099587204152	0.0626806990369365
Hematopoietic cell lineage	0.124395792766755	0.126425753926421	0.00861645771120619	0.01155621883135	0.0280537448916573	0.00839557973068751	0.00956416689360765	0.00302224103419068	0.00178666718140802	0.00270550798506765	0.00295521282217636	0.0027996512287171	0.00154097366166846	0.0017862530874133	0.00323621568611901	0.00418722062836797	0.0020761306080949	0.00171350765506506	0.00904472177303521	0.00495460560146892	0.0924595412909471	0.00039487160829406	0.00713747083092409	0.00471748655918842	0.00481353392071193	0.0108454468702092	0.00964207308518867	0.0122777870139169	0.00285357375008867	0.0119964949314687	0.0103828989009349	0.0177110073817125	0.0279076482807114	0.00332545515162735	0.00316684904082778	0.00315565567907095	0.0418237918479204	0.00680214004241162	0.0112145242186283	0.0170405931285612	0.00350877961478434	0.00283453955645433	0.00312035677484524	0.00461718120859254	0.00580461557492228	0.00761077139081804	0.0131719103766475	0.0793210423395675	0.00741114265764904	0.00318789013230934	0.0189543786091364	0.00523540296937636	0.00614515952610433	0.180591362030972
Hepatitis B	0.0237369043063934	0.0260981312354515	0.0163174068518168	0.0284495925987656	0.0253922713003744	0.0253795288806184	0.0234188174954916	0.00412167945924686	0.00377197824757441	0.00532975678342025	0.0071292766497556	0.00756890836331002	0.00471650161272174	0.00476461318440192	0.00423761326788952	0.00501309525041587	0.00432035001708248	0.00448605851293184	0.00818471503376395	0.00543240750156922	0.022440412746481	0.0329030590866388	0.0544576865715715	0.0247779287983367	0.0244321629258726	0.0180992576825048	0.0182729539882568	0.0174285585148921	0.0183100669014707	0.0172933083897481	0.0263156807548925	0.00897941717508109	0.00495072407528641	0.0111330880568084	0.0130544798634551	0.0102899787176632	0.0421417439730954	0.0159320910079307	0.00989412795604743	0.0251995622133896	0.0243633978388699	0.00572258300311567	0.0133470848296211	0.0205507136871465	0.0217046139040885	0.0212114826214965	0.0297307106129186	0.0599141211788757	0.014850084976758	0.0149613864636751	0.0236774982179454	0.0247627526666007	0.0239498383731509	0.0470778356733194
Hepatitis C	0.0249384651058634	0.037170398413821	0.0181081558585483	0.0259457747272999	0.025317850569283	0.023392187386238	0.02318888213344	0.00394217992907573	0.00377981924923618	0.00473440659306419	0.00654838660275286	0.00707030832797987	0.00474990264664623	0.00481126338477502	0.00399662122496811	0.00477699487454496	0.00399533579014069	0.0040201586746063	0.00744330715591922	0.00518505328327069	0.02336955863262	0.0334719848515564	0.0487811620092561	0.0235750414548255	0.0217674012293572	0.0190160690678996	0.0189149653806097	0.0181748203627901	0.0186052667296418	0.0179097710028657	0.0323941161930439	0.00890514378008304	0.00509902013907469	0.0119600906908803	0.0129997371067758	0.0119552202227256	0.048186990662382	0.0153130420000061	0.0077794149073901	0.0249418990419406	0.0255341079136121	0.00569667018021109	0.0143298110290224	0.0205228329289593	0.0215891991636946	0.0201826557968396	0.0276719634706613	0.0569845870938481	0.0164953991306377	0.00929730320354719	0.0237649421957086	0.0236326962866638	0.0236434200947597	0.0444182441146367
