K00500	00360 00400 00790 01100 01230
K00501	00350 00790 00950 01100 01110 04728 04917 05012 05030 05031 05034
K00502	00380 00790 01100 04361 04726
K00503	00350 01100
K00505	00350 00950 00965 01100 01110 04916
K00506	00350 01100 04916
K00507	01040 01100 01212 03320 04152 04212 04936
K00508	00591 01100
K00509	00590 01100 04611 04726 04923
K00510	00860 01100 01110 04066 04216 04978 05200 05206 05208 05225 05418
K00511	00100 00909 01100 01110
K00512	00140 01100 04913 04917 04927 04934
K00513	00140 01100 04925 04927 04934
K00514	00906 01100 01110
K00515	00830 01100 01240
K00522	04216 04217 04978
K00523	00520 00541 01100 01250
K00524	00230 00240 01100 01232
K00525	00230 00240 01100 01232
K00526	00230 00240 01100 01232
K00527	00230 00240 01100 01232
K00529	00071 00360 01100 01120 01220
K00531	00625 00910 01100 01120
K00541	00760 01100
K00542	00260 00330 01100
K00543	00380 01100
K00544	00260 00270 01100 01110
K00545	00140 00350 00965 01100 04728
K00546	00340 01100
K00547	00270 01100 01110
K00548	00270 00450 00670 01100 01110 01230
K00549	00270 00450 01100 01110 01230
K00550	00564 01100 01110
K00551	00564 01100 01110
K00552	00260 01100
K00553	00350 01100
K00558	00270 01100 05206
K00559	00100 01100 01110
K00560	00240 00670 01100 01232 01523
K00562	00380 00450 01100
K00565	03015
K00566	04122
K00568	00130 01100 01110 01240
K00569	00983
K00570	00564 01100 01110
K00572	04150 04310 04390 04550 04916 04934 05010 05022 05165 05200 05205 05217 05224 05225 05226
K00575	02020 02030
K00577	00680 01100 01120 01200
K00578	00680 01100 01120 01200
K00579	00680 01100 01120 01200
K00580	00680 01100 01120 01200
K00581	00680 01100 01120 01200
K00582	00680 01100 01120 01200
K00583	00680 01100 01120 01200
K00584	00680 01100 01120 01200
K00587	00900 01110
K00588	00940 00941 00945 01100 01110
K00589	00860 01100 01110 01120 01240
K00591	00130 01100 01110 01240
K00594	00040 00051 01100
K00595	00860 01100 01240
